name	unique reads 180726-190530_Brain_S36 180726-190530_Brain_S36	180726-190530_Brain_S36	180726-190530_Brain_S36 (mult. map. adj.)	180726-190530_Brain_S36180726-190530_Brain_S36(lib)	180726-190530_Brain_S36180726-190530_Brain_S36(total)	coordinateString 180726-190530_Brain_S36 180726-190530_Brain_S36	180726-190530_Brain_S36 (lib)	180726-190530_Brain_S36 (total)
ENST00000383894.1-ENSG00000206621.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000383894.1-ENSG00000206621.1:snoRNA,25081287,25081346,+	889.8079631034135	0.5308239537925208
ENST00000384445.1-ENSG00000207174.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000384445.1-ENSG00000207174.1:snoRNA,25083588,25083647,+	889.8079631034135	0.5308239537925208
ENST00000383929.1-ENSG00000206656.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000383929.1-ENSG00000206656.1:snoRNA,25083588,25083647,+	889.8079631034135	0.5308239537925208
ENST00000384729.1-ENSG00000207460.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000384729.1-ENSG00000207460.1:snoRNA,25087662,25087721,+	889.8079631034135	0.5308239537925208
ENST00000384445.1-ENSG00000207174.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000384445.1-ENSG00000207174.1:snoRNA,25087662,25087721,+	889.8079631034135	0.5308239537925208
ENST00000383929.1-ENSG00000206656.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000383929.1-ENSG00000206656.1:snoRNA,25080142,25080201,+	889.8079631034135	0.5308239537925208
ENST00000384729.1-ENSG00000207460.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000384729.1-ENSG00000207460.1:snoRNA,25083588,25083647,+	889.8079631034135	0.5308239537925208
ENST00000384529.1-ENSG00000278715.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000384529.1-ENSG00000278715.1:snoRNA,25081287,25081346,+	889.8079631034135	0.5308239537925208
ENST00000384529.1-ENSG00000278715.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000384529.1-ENSG00000278715.1:snoRNA,25080142,25080201,+	889.8079631034135	0.5308239537925208
ENST00000383929.1-ENSG00000206656.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000383929.1-ENSG00000206656.1:snoRNA,25087662,25087721,+	889.8079631034135	0.5308239537925208
ENST00000383894.1-ENSG00000206621.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000383894.1-ENSG00000206621.1:snoRNA,25087662,25087721,+	889.8079631034135	0.5308239537925208
ENST00000384729.1-ENSG00000207460.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000384729.1-ENSG00000207460.1:snoRNA,25080142,25080201,+	889.8079631034135	0.5308239537925208
ENST00000383929.1-ENSG00000206656.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000383929.1-ENSG00000206656.1:snoRNA,25081287,25081346,+	889.8079631034135	0.5308239537925208
ENST00000384529.1-ENSG00000278715.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000384529.1-ENSG00000278715.1:snoRNA,25087662,25087721,+	889.8079631034135	0.5308239537925208
ENST00000384529.1-ENSG00000278715.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000384529.1-ENSG00000278715.1:snoRNA,25083588,25083647,+	889.8079631034135	0.5308239537925208
ENST00000384729.1-ENSG00000207460.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000384729.1-ENSG00000207460.1:snoRNA,25086527,25086586,+	889.8079631034135	0.5308239537925208
ENST00000383894.1-ENSG00000206621.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000383894.1-ENSG00000206621.1:snoRNA,25083588,25083647,+	889.8079631034135	0.5308239537925208
ENST00000384445.1-ENSG00000207174.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000384445.1-ENSG00000207174.1:snoRNA,25080142,25080201,+	889.8079631034135	0.5308239537925208
ENST00000383929.1-ENSG00000206656.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000383929.1-ENSG00000206656.1:snoRNA,25086527,25086586,+	889.8079631034135	0.5308239537925208
ENST00000383894.1-ENSG00000206621.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000383894.1-ENSG00000206621.1:snoRNA,25086527,25086586,+	889.8079631034135	0.5308239537925208
ENST00000384445.1-ENSG00000207174.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000384445.1-ENSG00000207174.1:snoRNA,25081287,25081346,+	889.8079631034135	0.5308239537925208
ENST00000384445.1-ENSG00000207174.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000384445.1-ENSG00000207174.1:snoRNA,25086527,25086586,+	889.8079631034135	0.5308239537925208
ENST00000384729.1-ENSG00000207460.1:snoRNA	12.0	207.0	7.970899733480379	23107.836570663094	13.785213979485604	15:hsa;ENST00000384729.1-ENSG00000207460.1:snoRNA,25081287,25081346,+	889.8079631034135	0.5308239537925208
ENST00000384404.1-ENSG00000207133.1:snoRNA	10.0	204.0	12.75	22772.94038847957	13.585428269637987	15:hsa;ENST00000384404.1-ENSG00000207133.1:snoRNA,25073107,25073166,+	1423.308774279973	0.8490892668523742
ENST00000384462.1-ENSG00000207191.1:snoRNA	10.0	204.0	12.75	22772.94038847957	13.585428269637987	15:hsa;ENST00000384462.1-ENSG00000207191.1:snoRNA,25067788,25067847,+	1423.308774279973	0.8490892668523742
ENST00000384287.1-ENSG00000207014.1:snoRNA	10.0	204.0	12.75	22772.94038847957	13.585428269637987	15:hsa;ENST00000384287.1-ENSG00000207014.1:snoRNA,25056860,25056919,+	1423.308774279973	0.8490892668523742
ENST00000384287.1-ENSG00000207014.1:snoRNA	10.0	204.0	12.75	22772.94038847957	13.585428269637987	15:hsa;ENST00000384287.1-ENSG00000207014.1:snoRNA,25062333,25062392,+	1423.308774279973	0.8490892668523742
ENST00000384404.1-ENSG00000207133.1:snoRNA	10.0	204.0	12.75	22772.94038847957	13.585428269637987	15:hsa;ENST00000384404.1-ENSG00000207133.1:snoRNA,25067788,25067847,+	1423.308774279973	0.8490892668523742
ENST00000384000.1-ENSG00000206727.1:snoRNA	10.0	204.0	12.75	22772.94038847957	13.585428269637987	15:hsa;ENST00000384000.1-ENSG00000206727.1:snoRNA,25073107,25073166,+	1423.308774279973	0.8490892668523742
ENST00000384462.1-ENSG00000207191.1:snoRNA	10.0	204.0	12.75	22772.94038847957	13.585428269637987	15:hsa;ENST00000384462.1-ENSG00000207191.1:snoRNA,25056860,25056919,+	1423.308774279973	0.8490892668523742
ENST00000384462.1-ENSG00000207191.1:snoRNA	10.0	204.0	12.75	22772.94038847957	13.585428269637987	15:hsa;ENST00000384462.1-ENSG00000207191.1:snoRNA,25073107,25073166,+	1423.308774279973	0.8490892668523742
ENST00000384462.1-ENSG00000207191.1:snoRNA	10.0	204.0	12.75	22772.94038847957	13.585428269637987	15:hsa;ENST00000384462.1-ENSG00000207191.1:snoRNA,25062333,25062392,+	1423.308774279973	0.8490892668523742
ENST00000384000.1-ENSG00000206727.1:snoRNA	10.0	204.0	12.75	22772.94038847957	13.585428269637987	15:hsa;ENST00000384000.1-ENSG00000206727.1:snoRNA,25056860,25056919,+	1423.308774279973	0.8490892668523742
ENST00000384287.1-ENSG00000207014.1:snoRNA	10.0	204.0	12.75	22772.94038847957	13.585428269637987	15:hsa;ENST00000384287.1-ENSG00000207014.1:snoRNA,25073107,25073166,+	1423.308774279973	0.8490892668523742
ENST00000384000.1-ENSG00000206727.1:snoRNA	10.0	204.0	12.75	22772.94038847957	13.585428269637987	15:hsa;ENST00000384000.1-ENSG00000206727.1:snoRNA,25062333,25062392,+	1423.308774279973	0.8490892668523742
ENST00000384287.1-ENSG00000207014.1:snoRNA	10.0	204.0	12.75	22772.94038847957	13.585428269637987	15:hsa;ENST00000384287.1-ENSG00000207014.1:snoRNA,25067788,25067847,+	1423.308774279973	0.8490892668523742
ENST00000384404.1-ENSG00000207133.1:snoRNA	10.0	204.0	12.75	22772.94038847957	13.585428269637987	15:hsa;ENST00000384404.1-ENSG00000207133.1:snoRNA,25056860,25056919,+	1423.308774279973	0.8490892668523742
ENST00000384000.1-ENSG00000206727.1:snoRNA	10.0	204.0	12.75	22772.94038847957	13.585428269637987	15:hsa;ENST00000384000.1-ENSG00000206727.1:snoRNA,25067788,25067847,+	1423.308774279973	0.8490892668523742
ENST00000384404.1-ENSG00000207133.1:snoRNA	10.0	204.0	12.75	22772.94038847957	13.585428269637987	15:hsa;ENST00000384404.1-ENSG00000207133.1:snoRNA,25062333,25062392,+	1423.308774279973	0.8490892668523742
ENST00000458797.1-ENSG00000238741.1:scaRNA	5.0	200.0	200.0	22326.412145568207	13.319047323174496	3:hsa;ENST00000458797.1-ENSG00000238741.1:scaRNA,160515177,160515236,-	22326.412145568207	13.319047323174496
ENST00000611300.1-ENSG00000274072.1:sRNA	12.0	177.0	177.0	19758.87474882786	11.78735688100943	11:hsa;ENST00000611300.1-ENSG00000274072.1:sRNA,65506117,65506173,+	19758.87474882786	11.78735688100943
ENST00000363450.1-ENSG00000200320.1:snoRNA	10.0	172.0	86.0	19200.714445188656	11.454380697930068	3:hsa;ENST00000363450.1-ENSG00000200320.1:snoRNA,186787300,186787359,+	9600.357222594328	5.727190348965034
ENST00000384430.1-ENSG00000275127.1:snoRNA	7.0	143.0	5.410899733480378	15963.384684081268	9.523118836069765	15:hsa;ENST00000384430.1-ENSG00000275127.1:snoRNA,25089923,25089982,+	604.0298876401404	0.36034014805588716
ENST00000386747.1-ENSG00000209482.1:snoRNA	4.0	143.0	143.0	15963.384684081268	9.523118836069765	22:hsa;ENST00000386747.1-ENSG00000209482.1:snoRNA,39315248,39315307,-	15963.384684081268	9.523118836069765
ENST00000627324.1-ENSG00000280652.1:scaRNA	11.0	134.0	67.0	14958.696137530698	8.923761706526912	2:hsa;ENST00000627324.1-ENSG00000280652.1:scaRNA,233275727,233275786,+	7479.348068765349	4.461880853263456
ENST00000516201.1-ENSG00000252010.1:scaRNA	11.0	134.0	67.0	14958.696137530698	8.923761706526912	2:hsa;ENST00000516201.1-ENSG00000252010.1:scaRNA,233275727,233275786,+	7479.348068765349	4.461880853263456
ENST00000364578.1-ENSG00000201448.1:snoRNA	6.0	121.0	70.5	13507.479348068764	8.058023630520571	1:hsa;ENST00000364578.1-ENSG00000201448.1:snoRNA,36418519,36418578,-	7870.0602813127925	4.69496418141901
ENST00000364461.1-ENSG00000201331.1:snoRNA	7.0	119.0	118.5	13284.215226613082	7.924833157288826	15:hsa;ENST00000364461.1-ENSG00000201331.1:snoRNA,25211796,25211855,+	13228.399196249162	7.891535538980889
ENST00000365037.1-ENSG00000201907.1:snoRNA	8.0	116.0	112.5	12949.31904442956	7.7250474474412085	15:hsa;ENST00000365037.1-ENSG00000201907.1:snoRNA,25239838,25239897,+	12558.606831882116	7.4919641192856545
ENST00000384147.1-ENSG00000276788.1:snoRNA	7.0	113.0	113.0	12614.422862246036	7.525261737593591	11:hsa;ENST00000384147.1-ENSG00000276788.1:snoRNA,62855307,62855366,-	12614.422862246036	7.525261737593591
ENST00000579879.1-ENSG00000264549.1:snoRNA	4.0	112.0	112.0	12502.790801518195	7.458666500977718	5:hsa;ENST00000579879.1-ENSG00000264549.1:snoRNA,181243320,181243379,-	12502.790801518195	7.458666500977718
ENST00000384711.1-ENSG00000207442.1:snoRNA	8.0	104.0	58.0	11609.734315695467	6.925904608050739	15:hsa;ENST00000384711.1-ENSG00000207442.1:snoRNA,25065026,25065085,+	6474.65952221478	3.8625237237206043
ENST00000364961.1-ENSG00000201831.1:snoRNA	6.0	93.0	47.666666666666664	10381.781647689215	6.193357005276141	15:hsa;ENST00000364961.1-ENSG00000201831.1:snoRNA,25170723,25170782,+	5321.128228027089	3.1743729453565885
ENST00000384365.1-ENSG00000207093.1:snoRNA	6.0	92.0	46.0	10270.149586961374	6.126761768660269	15:hsa;ENST00000384365.1-ENSG00000207093.1:snoRNA,25070432,25070491,+	5135.074793480687	3.0633808843301344
ENST00000581525.1-ENSG00000264294.1:snoRNA	3.0	92.0	92.0	10270.149586961374	6.126761768660269	1:hsa;ENST00000581525.1-ENSG00000264294.1:snoRNA,44775864,44775923,+	10270.149586961374	6.126761768660269
ENST00000384229.1-ENSG00000277370.1:snoRNA	3.0	92.0	92.0	10270.149586961374	6.126761768660269	17:hsa;ENST00000384229.1-ENSG00000277370.1:snoRNA,16440036,16440095,+	10270.149586961374	6.126761768660269
ENST00000362761.1-ENSG00000199631.1:snoRNA	8.0	89.0	89.0	9935.253404777852	5.926976058812651	19:hsa;ENST00000362761.1-ENSG00000199631.1:snoRNA,49490615,49490674,+	9935.253404777852	5.926976058812651
ENST00000363742.1-ENSG00000200612.1:snoRNA	3.0	88.0	29.333333333333332	9823.62134405001	5.860380822196778	14:hsa;ENST00000363742.1-ENSG00000200612.1:snoRNA,100986057,100986116,+	3274.54044801667	1.9534602740655929
ENST00000365178.1-ENSG00000202048.1:snoRNA	3.0	88.0	29.333333333333332	9823.62134405001	5.860380822196778	14:hsa;ENST00000365178.1-ENSG00000202048.1:snoRNA,100981004,100981063,+	3274.54044801667	1.9534602740655929
ENST00000363536.1-ENSG00000200406.1:snoRNA	3.0	88.0	29.333333333333332	9823.62134405001	5.860380822196778	14:hsa;ENST00000363536.1-ENSG00000200406.1:snoRNA,100983876,100983935,+	3274.54044801667	1.9534602740655929
ENST00000363694.1-ENSG00000200564.1:snoRNA	3.0	84.0	84.0	9377.093101138646	5.593999875733289	15:hsa;ENST00000363694.1-ENSG00000200564.1:snoRNA,25241746,25241805,+	9377.093101138646	5.593999875733289
ENST00000625643.1-ENSG00000281388.1:scaRNA	4.0	82.0	41.0	9153.828979682965	5.4608094025015435	2:hsa;ENST00000625643.1-ENSG00000281388.1:scaRNA,233288676,233288735,+	4576.9144898414825	2.7304047012507717
ENST00000386683.1-ENSG00000276610.1:snoRNA	2.0	82.0	82.0	9153.828979682965	5.4608094025015435	15:hsa;ENST00000386683.1-ENSG00000276610.1:snoRNA,24985100,24985159,+	9153.828979682965	5.4608094025015435
ENST00000515982.1-ENSG00000251791.1:scaRNA	4.0	82.0	41.0	9153.828979682965	5.4608094025015435	2:hsa;ENST00000515982.1-ENSG00000251791.1:scaRNA,233288676,233288735,+	4576.9144898414825	2.7304047012507717
ENST00000383903.1-ENSG00000206630.1:snoRNA	4.0	81.0	54.5	9042.196918955124	5.394214165885671	16:hsa;ENST00000383903.1-ENSG00000206630.1:snoRNA,2155046,2155105,-	6083.947309667336	3.6294403955650503
ENST00000384262.1-ENSG00000206989.1:snoRNA	4.0	81.0	81.0	9042.196918955124	5.394214165885671	5:hsa;ENST00000384262.1-ENSG00000206989.1:snoRNA,138561051,138561110,-	9042.196918955124	5.394214165885671
ENST00000386745.1-ENSG00000209480.1:snoRNA	5.0	79.0	79.0	8818.932797499441	5.261023692653926	22:hsa;ENST00000386745.1-ENSG00000209480.1:snoRNA,39313852,39313911,-	8818.932797499441	5.261023692653926
ENST00000363358.1-ENSG00000273835.1:snoRNA	6.0	75.0	22.97101449275362	8372.404554588076	4.994642746190436	15:hsa;ENST00000363358.1-ENSG00000273835.1:snoRNA,25193321,25193380,+	2564.3016848351886	1.5297601454515635
ENST00000391305.1-ENSG00000212607.1:snoRNA	2.0	72.0	72.0	8037.508372404554	4.794857036342819	11:hsa;ENST00000391305.1-ENSG00000212607.1:snoRNA,8685439,8685498,+	8037.508372404554	4.794857036342819
ENST00000363548.1-ENSG00000200418.1:snoRNA	5.0	71.0	35.5	7925.876311676713	4.728261799726947	3:hsa;ENST00000363548.1-ENSG00000200418.1:snoRNA,186786323,186786382,+	3962.9381558383566	2.3641308998634734
ENST00000516517.1-ENSG00000252326.1:snoRNA	1.0	71.0	71.0	7925.876311676713	4.728261799726947	15:hsa;ENST00000516517.1-ENSG00000252326.1:snoRNA,25097663,25097722,+	7925.876311676713	4.728261799726947
ENST00000391286.1-ENSG00000212588.1:snoRNA	4.0	71.0	70.5	7925.876311676713	4.728261799726947	4:hsa;ENST00000391286.1-ENSG00000212588.1:snoRNA,52713249,52713308,+	7870.0602813127925	4.69496418141901
ENST00000583861.1-ENSG00000263764.1:snoRNA	4.0	68.0	68.0	7590.980129493189	4.528476089879329	22:hsa;ENST00000583861.1-ENSG00000263764.1:snoRNA,39319054,39319113,-	7590.980129493189	4.528476089879329
ENST00000363887.1-ENSG00000200757.1:snoRNA	5.0	68.0	22.666666666666664	7590.980129493189	4.528476089879329	15:hsa;ENST00000363887.1-ENSG00000200757.1:snoRNA,25199448,25199507,+	2530.326709831063	1.5094920299597763
ENST00000391150.1-ENSG00000212452.1:snoRNA	4.0	65.0	65.0	7256.083947309667	4.328690380031712	3:hsa;ENST00000391150.1-ENSG00000212452.1:snoRNA,52692736,52692795,+	7256.083947309667	4.328690380031712
ENST00000459128.1-ENSG00000274640.1:snoRNA	8.0	64.0	16.0	7144.451886581825	4.262095143415839	15:hsa;ENST00000459128.1-ENSG00000274640.1:snoRNA,25041974,25042033,+	1786.1129716454564	1.0655237858539597
ENST00000458961.1-ENSG00000239169.1:snoRNA	8.0	64.0	16.0	7144.451886581825	4.262095143415839	15:hsa;ENST00000458961.1-ENSG00000239169.1:snoRNA,25278343,25278402,+	1786.1129716454564	1.0655237858539597
ENST00000458961.1-ENSG00000239169.1:snoRNA	8.0	64.0	16.0	7144.451886581825	4.262095143415839	15:hsa;ENST00000458961.1-ENSG00000239169.1:snoRNA,25041974,25042033,+	1786.1129716454564	1.0655237858539597
ENST00000459128.1-ENSG00000274640.1:snoRNA	8.0	64.0	16.0	7144.451886581825	4.262095143415839	15:hsa;ENST00000459128.1-ENSG00000274640.1:snoRNA,25278343,25278402,+	1786.1129716454564	1.0655237858539597
ENST00000458974.1-ENSG00000275662.1:snoRNA	3.0	63.0	63.0	7032.819825853985	4.1954999067999665	14:hsa;ENST00000458974.1-ENSG00000275662.1:snoRNA,100897920,100897979,+	7032.819825853985	4.1954999067999665
ENST00000362805.1-ENSG00000273885.1:snoRNA	2.0	62.0	62.0	6921.187765126144	4.128904670184094	11:hsa;ENST00000362805.1-ENSG00000273885.1:snoRNA,93721797,93721856,+	6921.187765126144	4.128904670184094
ENST00000459299.1-ENSG00000239039.1:snoRNA	3.0	60.0	49.5	6697.923643670461	3.995714196952349	8:hsa;ENST00000459299.1-ENSG00000239039.1:snoRNA,33513475,33513534,+	5525.787006028131	3.296464212485688
ENST00000365161.1-ENSG00000202031.1:snoRNA	4.0	59.0	59.0	6586.291582942621	3.9291189603364765	1:hsa;ENST00000365161.1-ENSG00000202031.1:snoRNA,44777843,44777902,+	6586.291582942621	3.9291189603364765
ENST00000628177.1-ENSG00000281010.1:snoRNA	2.0	53.0	26.5	5916.499218575575	3.5295475406412415	16:hsa;ENST00000628177.1-ENSG00000281010.1:snoRNA,2155045,2155104,-	2958.2496092877873	1.7647737703206208
ENST00000363633.1-ENSG00000200503.1:snoRNA	4.0	53.0	53.0	5916.499218575575	3.5295475406412415	15:hsa;ENST00000363633.1-ENSG00000200503.1:snoRNA,25178738,25178797,+	5916.499218575575	3.5295475406412415
ENST00000384335.1-ENSG00000207063.1:snoRNA	5.0	52.0	52.0	5804.867157847733	3.4629523040253694	15:hsa;ENST00000384335.1-ENSG00000207063.1:snoRNA,25051477,25051536,+	5804.867157847733	3.4629523040253694
ENST00000362607.1-ENSG00000199477.1:snoRNA	3.0	52.0	52.0	5804.867157847733	3.4629523040253694	13:hsa;ENST00000362607.1-ENSG00000199477.1:snoRNA,45337550,45337609,-	5804.867157847733	3.4629523040253694
ENST00000363810.1-ENSG00000200680.1:snoRNA	4.0	49.0	33.666666666666664	5469.9709756642105	3.263166594177752	15:hsa;ENST00000363810.1-ENSG00000200680.1:snoRNA,25176832,25176891,+	3758.2793778373143	2.2420396327343735
ENST00000365122.1-ENSG00000201992.1:snoRNA	4.0	49.0	49.0	5469.9709756642105	3.263166594177752	15:hsa;ENST00000365122.1-ENSG00000201992.1:snoRNA,25234247,25234306,+	5469.9709756642105	3.263166594177752
ENST00000384567.1-ENSG00000207297.1:snoRNA	3.0	49.0	49.0	5469.9709756642105	3.263166594177752	17:hsa;ENST00000384567.1-ENSG00000207297.1:snoRNA,35573657,35573716,+	5469.9709756642105	3.263166594177752
ENST00000384769.1-ENSG00000207500.1:snoRNA	3.0	49.0	49.0	5469.9709756642105	3.263166594177752	13:hsa;ENST00000384769.1-ENSG00000207500.1:snoRNA,27255064,27255123,+	5469.9709756642105	3.263166594177752
ENST00000458811.1-ENSG00000238923.1:snRNA	3.0	45.0	45.0	5023.4427327528465	2.996785647714262	12:hsa;ENST00000458811.1-ENSG00000238923.1:snRNA,6943816,6943875,+	5023.4427327528465	2.996785647714262
ENST00000364273.1-ENSG00000201143.1:snoRNA	3.0	44.0	8.671014492753624	4911.810672025005	2.930190411098389	15:hsa;ENST00000364273.1-ENSG00000201143.1:snoRNA,25247345,25247404,+	967.9632164270622	0.5774482618445871
ENST00000363981.1-ENSG00000275996.1:snoRNA	3.0	44.0	44.0	4911.810672025005	2.930190411098389	11:hsa;ENST00000363981.1-ENSG00000275996.1:snoRNA,62855024,62855083,-	4911.810672025005	2.930190411098389
ENST00000364995.1-ENSG00000275072.1:snoRNA	1.0	43.0	43.0	4800.178611297164	2.863595174482517	6:hsa;ENST00000364995.1-ENSG00000275072.1:snoRNA,85677599,85677658,-	4800.178611297164	2.863595174482517
ENST00000364849.1-ENSG00000254341.2:snoRNA	4.0	42.0	42.0	4688.546550569323	2.7969999378666444	8:hsa;ENST00000364849.1-ENSG00000254341.2:snoRNA,66922496,66922555,-	4688.546550569323	2.7969999378666444
ENST00000384550.1-ENSG00000207280.1:snoRNA	1.0	41.0	41.0	4576.9144898414825	2.7304047012507717	2:hsa;ENST00000384550.1-ENSG00000207280.1:snoRNA,231456464,231456523,-	4576.9144898414825	2.7304047012507717
ENST00000364009.1-ENSG00000200879.1:snoRNA	2.0	38.0	38.0	4242.018307657959	2.5306189914031543	11:hsa;ENST00000364009.1-ENSG00000200879.1:snoRNA,123058102,123058161,-	4242.018307657959	2.5306189914031543
ENST00000365080.1-ENSG00000201950.1:snoRNA	2.0	38.0	38.0	4242.018307657959	2.5306189914031543	14:hsa;ENST00000365080.1-ENSG00000201950.1:snoRNA,100945649,100945708,+	4242.018307657959	2.5306189914031543
ENST00000365318.1-ENSG00000202188.1:snoRNA	3.0	37.0	12.333333333333334	4130.386246930118	2.464023754787282	15:hsa;ENST00000365318.1-ENSG00000202188.1:snoRNA,25227109,25227168,+	1376.7954156433727	0.8213412515957607
ENST00000384516.1-ENSG00000207245.1:snoRNA	2.0	37.0	37.0	4130.386246930118	2.464023754787282	15:hsa;ENST00000384516.1-ENSG00000207245.1:snoRNA,25106521,25106580,+	4130.386246930118	2.464023754787282
ENST00000365067.1-ENSG00000275524.1:snoRNA	3.0	37.0	12.333333333333334	4130.386246930118	2.464023754787282	15:hsa;ENST00000365067.1-ENSG00000275524.1:snoRNA,25218617,25218676,+	1376.7954156433727	0.8213412515957607
ENST00000384274.1-ENSG00000207001.1:snoRNA	6.0	35.0	35.0	3907.122125474436	2.330833281555537	15:hsa;ENST00000384274.1-ENSG00000207001.1:snoRNA,25054210,25054269,+	3907.122125474436	2.330833281555537
ENST00000365530.1-ENSG00000202400.1:snoRNA	2.0	35.0	35.0	3907.122125474436	2.330833281555537	2:hsa;ENST00000365530.1-ENSG00000202400.1:snoRNA,231460381,231460440,-	3907.122125474436	2.330833281555537
ENST00000384549.1-ENSG00000207279.1:snoRNA	4.0	35.0	25.322580645161292	3907.122125474436	2.330833281555537	15:hsa;ENST00000384549.1-ENSG00000207279.1:snoRNA,25094037,25094096,+	2826.811860366297	1.686363249789029
