name	unique reads 181004-190521_Brain_S35 181004-190521_Brain_S35	181004-190521_Brain_S35	181004-190521_Brain_S35 (mult. map. adj.)	181004-190521_Brain_S35181004-190521_Brain_S35(lib)	181004-190521_Brain_S35181004-190521_Brain_S35(total)	coordinateString 181004-190521_Brain_S35 181004-190521_Brain_S35	181004-190521_Brain_S35 (lib)	181004-190521_Brain_S35 (total)
hsa-mir-494	88.0	5162.0	5162.0	181.85610186760087	173.6846783936462	14:hsa;hsa-mir-494,101029634,101029714,+	181.85610186760087	173.6846783936462
hsa-mir-324	150.0	5144.0	5144.0	181.22196590603232	173.07903635352886	17:hsa;hsa-mir-324,7223297,7223379,-	181.22196590603232	173.07903635352886
hsa-mir-134	219.0	5104.0	5104.0	179.81277488032447	171.73316515326815	14:hsa;hsa-mir-134,101054687,101054759,+	179.81277488032447	171.73316515326815
hsa-mir-484	170.0	5085.0	5085.0	179.14340914311322	171.0938763331443	16:hsa;hsa-mir-484,15643294,15643372,+	179.14340914311322	171.0938763331443
hsa-mir-148a	182.0	5065.0	5053.5	178.4388136302593	170.42094073301394	7:hsa;hsa-mir-148a,25949919,25949986,-	178.03367121036828	170.034002762939
hsa-mir-625	196.0	5006.0	5006.0	176.36025686734018	168.4357807126294	14:hsa;hsa-mir-625,65471102,65471186,+	176.36025686734018	168.4357807126294
hsa-mir-760	180.0	4727.0	4727.0	166.53114946302776	159.04832909081085	1:hsa;hsa-mir-760,93846832,93846911,+	166.53114946302776	159.04832909081085
hsa-mir-152	149.0	4690.0	4690.0	165.227647764248	157.80339823056968	17:hsa;hsa-mir-152,48037161,48037247,-	165.227647764248	157.80339823056968
hsa-mir-203a	119.0	4577.0	4577.0	161.24668311662325	154.00131208983314	14:hsa;hsa-mir-203a,104117405,104117514,+	161.24668311662325	154.00131208983314
hsa-mir-137	176.0	4397.0	4397.0	154.9053235009378	147.94489168865988	1:hsa;hsa-mir-137,98046070,98046171,-	154.9053235009378	147.94489168865988
hsa-mir-31	137.0	4366.0	4366.0	153.81320045601421	146.90184150845784	9:hsa;hsa-mir-31,21512115,21512185,-	153.81320045601421	146.90184150845784
hsa-mir-223	152.0	4355.0	4355.0	153.42567292394455	146.53172692838612	X:hsa;hsa-mir-223,66018870,66018979,+	153.42567292394455	146.53172692838612
hsa-mir-1249	185.0	4307.0	4307.0	151.7346436930951	144.91668148807327	22:hsa;hsa-mir-1249,45200954,45201019,-	151.7346436930951	144.91668148807327
hsa-mir-181d	172.0	4163.0	3911.0000000000023	146.66155600054677	140.07154516713467	19:hsa;hsa-mir-181d,13874875,13875011,+	137.78365253858726	131.59255660549218
hsa-mir-499a	78.0	4110.0	4110.0	144.79437789148383	138.2882658267892	20:hsa;hsa-mir-499a,34990376,34990497,+	144.79437789148383	138.2882658267892
hsa-mir-331	162.0	3978.0	3978.0	140.14404750664787	133.84689086592883	12:hsa;hsa-mir-331,95308420,95308513,+	140.14404750664787	133.84689086592883
hsa-mir-15a	118.0	3915.0	3915.0	137.92457164115797	131.72714372551818	13:hsa;hsa-mir-15a,50049119,50049201,-	137.92457164115797	131.72714372551818
hsa-mir-320b-2	142.0	3723.0	1103.1595238095224	131.1604547177602	125.26696196426671	1:hsa;hsa-mir-320b-2,224257040,224257110,-	38.86406252191371	37.117765809714214
hsa-mir-320b-1	131.0	3667.0	1069.9928571428584	129.18758728176917	123.3827422839017	1:hsa;hsa-mir-320b-1,116671746,116671817,+	37.695608296431026	36.00181427283146
hsa-mir-138-1	151.0	3651.0	2841.825	128.623910871486	122.84439380379742	3:hsa;hsa-mir-138-1,44114212,44114310,+	100.11685716580682	95.61826059202316
hsa-mir-34a	142.0	3592.0	3592.0	126.5453541085669	120.85923378341285	1:hsa;hsa-mir-34a,9151668,9151777,-	126.5453541085669	120.85923378341285
hsa-mir-150	128.0	3553.0	3553.0	125.17139285850173	119.54700936315865	19:hsa;hsa-mir-150,49500785,49500868,-	125.17139285850173	119.54700936315865
hsa-mir-130b	95.0	3522.0	3521.0	124.07926981357812	118.50395918295659	22:hsa;hsa-mir-130b,21653304,21653385,+	124.04404003793543	118.47031240295007
hsa-mir-655	79.0	3355.0	3355.0	118.19589728124777	112.88494692186808	14:hsa;hsa-mir-655,101049550,101049646,+	118.19589728124777	112.88494692186808
hsa-mir-339	125.0	3347.0	3347.0	117.91405907610618	112.61577268181593	7:hsa;hsa-mir-339,1022933,1023026,-	117.91405907610618	112.61577268181593
hsa-mir-532	109.0	3283.0	3283.0	115.6593534349736	110.46237876139877	X:hsa;hsa-mir-532,50003148,50003238,+	115.6593534349736	110.46237876139877
hsa-mir-410	81.0	3282.0	3282.0	115.62412365933089	110.42873198139226	14:hsa;hsa-mir-410,101065912,101065991,+	115.62412365933089	110.42873198139226
hsa-mir-138-2	128.0	3219.0	2411.5	113.404647793841	108.30898484098162	16:hsa;hsa-mir-138-2,56858518,56858601,+	84.95660396236333	81.1392099857183
hsa-mir-505	145.0	3200.0	3200.0	112.73528205662976	107.66969602085777	X:hsa;hsa-mir-505,139924148,139924231,-	112.73528205662976	107.66969602085777
hsa-mir-664a	115.0	2839.0	2839.0	100.01733304961621	95.52320843850475	1:hsa;hsa-mir-664a,220200538,220200619,-	100.01733304961621	95.52320843850475
hsa-mir-487a	100.0	2693.0	2693.0	94.87378580578248	90.61077855755312	14:hsa;hsa-mir-487a,101052446,101052525,+	94.87378580578248	90.61077855755312
hsa-mir-412	69.0	2682.0	2682.0	94.48625827371282	90.24066397748142	14:hsa;hsa-mir-412,101065447,101065537,+	94.48625827371282	90.24066397748142
hsa-mir-3615	113.0	2682.0	2682.0	94.48625827371282	90.24066397748142	17:hsa;hsa-mir-3615,74748613,74748699,+	94.48625827371282	90.24066397748142
hsa-mir-375	69.0	2612.0	2612.0	92.02017397872405	87.88538937702516	2:hsa;hsa-mir-375,219001645,219001708,-	92.02017397872405	87.88538937702516
hsa-mir-3200	129.0	2568.0	2568.0	90.47006385044538	86.40493105673836	22:hsa;hsa-mir-3200,30731557,30731641,+	90.47006385044538	86.40493105673836
hsa-mir-376c	52.0	2394.0	2351.3333333333335	84.34008288861614	80.55039133560422	14:hsa;hsa-mir-376c,101039690,101039755,+	82.83694579452775	79.11479538865946
hsa-mir-935	69.0	2378.0	2378.0	83.77640647833299	80.01204285549993	19:hsa;hsa-mir-935,53982307,53982397,+	83.77640647833299	80.01204285549993
hsa-mir-497	80.0	2367.0	2367.0	83.38887894626332	79.64192827542824	17:hsa;hsa-mir-497,7017911,7018022,-	83.38887894626332	79.64192827542824
hsa-mir-500a	112.0	2337.0	2120.166666666667	82.33198567698241	78.63252487523269	X:hsa;hsa-mir-500a,50008431,50008514,+	74.69299599179101	71.33678141048604
hsa-mir-582	113.0	2301.0	2301.0	81.06371375384533	77.42124079499804	5:hsa;hsa-mir-582,59703606,59703703,-	81.06371375384533	77.42124079499804
hsa-mir-501	95.0	2271.0	2266.666666666667	80.00682048456443	76.4118373948025	X:hsa;hsa-mir-501,50009722,50009805,+	79.85415812344608	76.26603468144093
hsa-mir-488	84.0	2198.0	2198.0	77.43504686264757	73.95562245432669	1:hsa;hsa-mir-488,177029363,177029445,-	77.43504686264757	73.95562245432669
hsa-mir-577	83.0	2153.0	2140.75	75.8497069587262	72.44151735403337	4:hsa;hsa-mir-577,114656759,114656854,+	75.41814220710317	72.02934429895353
hsa-mir-365a	78.0	2145.0	1104.5	75.56786875358463	72.17234311398123	16:hsa;hsa-mir-365a,14309285,14309371,+	38.91128719735861	37.16286851719919
hsa-mir-155	82.0	2139.0	2139.0	75.35649009972845	71.97046243394212	21:hsa;hsa-mir-155,25573980,25574044,+	75.35649009972845	71.97046243394212
hsa-mir-144	70.0	2120.0	2120.0	74.68712436251721	71.33117361381828	17:hsa;hsa-mir-144,28861533,28861618,-	74.68712436251721	71.33117361381828
hsa-mir-365b	72.0	2109.0	1068.5	74.29959683044756	70.96105903374658	17:hsa;hsa-mir-365b,31575411,31575521,+	37.64301527422153	35.951584436964545
hsa-mir-153-1	94.0	2082.0	1138.6666666666667	73.34839288809474	70.05259597357059	2:hsa;hsa-mir-153-1,219294111,219294200,-	40.11497119848409	38.31246683408856
hsa-mir-345	90.0	2065.0	2065.0	72.7494867021689	69.48060071345978	14:hsa;hsa-mir-345,100307859,100307956,+	72.7494867021689	69.48060071345978
hsa-mir-381	59.0	2063.0	2063.0	72.6790271508835	69.41330715344675	14:hsa;hsa-mir-381,101045920,101045994,+	72.6790271508835	69.41330715344675
hsa-mir-153-2	92.0	2035.0	1093.0	71.69259343288799	68.47119731326424	7:hsa;hsa-mir-153-2,157574336,157574422,-	38.506144777467604	36.77593054712423
hsa-mir-20a	74.0	2024.0	2016.5	71.30506590081832	68.10108273319254	13:hsa;hsa-mir-20a,91351065,91351135,+	71.04084258349809	67.84873188314366
hsa-mir-668	90.0	1996.0	1996.0	70.31863218282281	67.15897289301003	14:hsa;hsa-mir-668,101055258,101055323,+	70.31863218282281	67.15897289301003
hsa-mir-12136	134.0	1982.0	950.5714285714287	69.82541532382506	66.68791797291878	MT:hsa;hsa-mir-12136,7444,7514,-	33.488418160929214	31.98366773762445
hsa-mir-12136	134.0	1982.0	950.5714285714287	69.82541532382506	66.68791797291878	1:hsa;hsa-mir-12136,632615,632685,-	33.488418160929214	31.98366773762445
hsa-mir-320c-2	54.0	1964.0	462.82619047619033	69.19127936225651	66.08227593280147	18:hsa;hsa-mir-320c-2,24321675,24321746,+	16.30526285204024	15.572611012207197
hsa-mir-2110	98.0	1956.0	1955.0	68.90944115711494	65.81310169274931	10:hsa;hsa-mir-2110,114174105,114174179,-	68.87421138147224	65.77945491274279
hsa-mir-380	53.0	1863.0	1863.0	65.63307202234414	62.68395115214314	14:hsa;hsa-mir-380,101025017,101025077,+	65.63307202234414	62.68395115214314
hsa-mir-17	64.0	1849.0	1813.0	65.13985516334638	62.21289623205188	13:hsa;hsa-mir-17,91350605,91350688,+	63.8715832402093	61.001612151817234
hsa-mir-376a-1	68.0	1827.0	1037.6666666666667	64.36480009920705	61.47266707190849	14:hsa;hsa-mir-376a-1,101040782,101040849,+	36.55676385857171	34.91414205343024
hsa-mir-320c-1	42.0	1802.0	386.242857142857	63.48405570813963	60.631497571745534	18:hsa;hsa-mir-320c-1,21683518,21683589,+	13.607249200737044	12.995828443374691
hsa-mir-193a	71.0	1744.0	1744.0	61.44072872086322	58.679984331367486	17:hsa;hsa-mir-193a,31559996,31560083,+	61.44072872086322	58.679984331367486
hsa-mir-431	83.0	1727.0	1727.0	60.84182253493737	58.10798907125668	14:hsa;hsa-mir-431,100881007,100881120,+	60.84182253493737	58.10798907125668
hsa-mir-142	65.0	1669.0	1669.0	58.798495547660956	56.156475830878634	17:hsa;hsa-mir-142,58331232,58331318,-	58.798495547660956	56.156475830878634
hsa-mir-32	69.0	1639.0	1639.0	57.74160227838005	55.14707243068309	9:hsa;hsa-mir-32,109046229,109046298,-	57.74160227838005	55.14707243068309
hsa-mir-194-2	58.0	1630.0	1214.0	57.424534297595784	54.84425141062443	11:hsa;hsa-mir-194-2,64891355,64891439,-	42.76894763023392	40.84719092791292
hsa-mir-493	59.0	1621.0	1621.0	57.10746631681151	54.541430390565765	14:hsa;hsa-mir-493,100869060,100869148,+	57.10746631681151	54.541430390565765
hsa-mir-184	55.0	1609.0	1609.0	56.68470900909915	54.13766903048755	15:hsa;hsa-mir-184,79209788,79209871,+	56.68470900909915	54.13766903048755
hsa-mir-376a-2	50.0	1601.0	811.6666666666667	56.402870803957576	53.868494790435406	14:hsa;hsa-mir-376a-2,101040069,101040148,+	28.594834563322237	27.309969771957157
hsa-mir-1224	71.0	1592.0	1591.125	56.0858028231733	53.56567377037674	3:hsa;hsa-mir-1224,184241405,184241489,+	56.05497676948595	53.53623283787104
hsa-mir-502	68.0	1584.0	1394.6666666666665	55.80396461803173	53.296499530324596	X:hsa;hsa-mir-502,50014598,50014683,+	49.13379376301447	46.926042515757175
hsa-mir-182	77.0	1570.0	1570.0	55.31074775903397	52.82544461023335	7:hsa;hsa-mir-182,129770383,129770492,-	55.31074775903397	52.82544461023335
hsa-mir-671	70.0	1554.0	1554.0	54.74707134875082	52.28709613012906	7:hsa;hsa-mir-671,151238421,151238538,+	54.74707134875082	52.28709613012906
hsa-mir-192	79.0	1522.0	1521.5	53.61971852818453	51.21039916992048	11:hsa;hsa-mir-192,64891137,64891246,-	53.60210364036318	51.19357577991722
hsa-mir-154	47.0	1464.0	1464.0	51.57639154090811	49.25888592954243	14:hsa;hsa-mir-154,101059755,101059838,+	51.57639154090811	49.25888592954243
hsa-mir-1307	72.0	1372.0	1372.0	48.33525218178001	46.16338216894277	10:hsa;hsa-mir-1307,103394253,103394401,-	48.33525218178001	46.16338216894277
hsa-mir-1306	92.0	1365.0	1365.0	48.08864375228113	45.927854708897144	22:hsa;hsa-mir-1306,20086058,20086142,+	48.08864375228113	45.927854708897144
hsa-mir-424	66.0	1278.0	1278.0	45.023653271366506	43.00058484833007	X:hsa;hsa-mir-424,134546614,134546711,-	45.023653271366506	43.00058484833007
hsa-mir-590	31.0	1262.0	1262.0	44.45997686108336	42.46223636822579	7:hsa;hsa-mir-590,74191198,74191294,+	44.45997686108336	42.46223636822579
hsa-mir-873	69.0	1206.0	1206.0	42.48710942509234	40.578016687860774	9:hsa;hsa-mir-873,28888879,28888955,-	42.48710942509234	40.578016687860774
hsa-mir-455	58.0	1190.0	1190.0	41.92343301480919	40.039668207756485	9:hsa;hsa-mir-455,114209434,114209529,+	41.92343301480919	40.039668207756485
hsa-mir-592	42.0	1187.0	1187.0	41.8177436878811	39.93872786773693	7:hsa;hsa-mir-592,127058088,127058184,-	41.8177436878811	39.93872786773693
hsa-mir-19b-2	41.0	1161.0	580.1666666666667	40.90176952117098	39.06391158756746	X:hsa;hsa-mir-19b-2,134169671,134169766,-	20.43914150203793	19.520740200448227
hsa-mir-19b-1	41.0	1161.0	580.1666666666667	40.90176952117098	39.06391158756746	13:hsa;hsa-mir-19b-1,91351192,91351278,+	20.43914150203793	19.520740200448227
hsa-mir-660	39.0	1123.0	1123.0	39.5630380467485	37.78533394731978	X:hsa;hsa-mir-660,50013241,50013337,+	39.5630380467485	37.78533394731978
hsa-mir-877	62.0	1090.0	1090.0	38.40045545053951	36.67499020710468	6:hsa;hsa-mir-877,30584332,30584417,+	38.40045545053951	36.67499020710468
hsa-mir-214	59.0	1087.0	1087.0	38.29476612361142	36.57404986708512	1:hsa;hsa-mir-214,172138798,172138907,-	38.29476612361142	36.57404986708512
hsa-mir-6511a-2	77.0	1073.0	64.44999999999999	37.80154926461366	36.102994946993874	16:hsa;hsa-mir-6511a-2,16368876,16368942,+	2.270559040171808	2.168534971420088
hsa-mir-6511a-1	77.0	1073.0	64.44999999999999	37.80154926461366	36.102994946993874	16:hsa;hsa-mir-6511a-1,18344013,18344079,-	2.270559040171808	2.168534971420088
hsa-mir-6511a-4	77.0	1073.0	64.44999999999999	37.80154926461366	36.102994946993874	16:hsa;hsa-mir-6511a-4,16324588,16324654,+	2.270559040171808	2.168534971420088
hsa-mir-6511a-1	77.0	1073.0	64.44999999999999	37.80154926461366	36.102994946993874	16:hsa;hsa-mir-6511a-1,16368876,16368942,+	2.270559040171808	2.168534971420088
hsa-mir-6511a-3	77.0	1073.0	64.44999999999999	37.80154926461366	36.102994946993874	16:hsa;hsa-mir-6511a-3,16324588,16324654,+	2.270559040171808	2.168534971420088
hsa-mir-6511a-2	77.0	1073.0	64.44999999999999	37.80154926461366	36.102994946993874	16:hsa;hsa-mir-6511a-2,14925937,14926003,+	2.270559040171808	2.168534971420088
hsa-mir-6511a-3	77.0	1073.0	64.44999999999999	37.80154926461366	36.102994946993874	16:hsa;hsa-mir-6511a-3,18344013,18344079,-	2.270559040171808	2.168534971420088
hsa-mir-6511a-4	77.0	1073.0	64.44999999999999	37.80154926461366	36.102994946993874	16:hsa;hsa-mir-6511a-4,18344013,18344079,-	2.270559040171808	2.168534971420088
hsa-mir-6511a-4	77.0	1073.0	64.44999999999999	37.80154926461366	36.102994946993874	16:hsa;hsa-mir-6511a-4,16368876,16368942,+	2.270559040171808	2.168534971420088
hsa-mir-6511a-1	77.0	1073.0	64.44999999999999	37.80154926461366	36.102994946993874	16:hsa;hsa-mir-6511a-1,16324588,16324654,+	2.270559040171808	2.168534971420088
hsa-mir-6511a-2	77.0	1073.0	64.44999999999999	37.80154926461366	36.102994946993874	16:hsa;hsa-mir-6511a-2,16324588,16324654,+	2.270559040171808	2.168534971420088
hsa-mir-6511a-4	77.0	1073.0	64.44999999999999	37.80154926461366	36.102994946993874	16:hsa;hsa-mir-6511a-4,14925937,14926003,+	2.270559040171808	2.168534971420088
hsa-mir-6511a-1	77.0	1073.0	64.44999999999999	37.80154926461366	36.102994946993874	16:hsa;hsa-mir-6511a-1,14925937,14926003,+	2.270559040171808	2.168534971420088
hsa-mir-6511a-2	77.0	1073.0	64.44999999999999	37.80154926461366	36.102994946993874	16:hsa;hsa-mir-6511a-2,18344013,18344079,-	2.270559040171808	2.168534971420088
hsa-mir-6511a-3	77.0	1073.0	64.44999999999999	37.80154926461366	36.102994946993874	16:hsa;hsa-mir-6511a-3,14925937,14926003,+	2.270559040171808	2.168534971420088
hsa-mir-6511a-3	77.0	1073.0	64.44999999999999	37.80154926461366	36.102994946993874	16:hsa;hsa-mir-6511a-3,16368876,16368942,+	2.270559040171808	2.168534971420088
hsa-mir-6511b-1	82.0	1062.0	305.95	37.414021732544	35.732880366922174	16:hsa;hsa-mir-6511b-1,15134066,15134150,-	10.778549857883085	10.2942323429942
hsa-mir-6511b-1	82.0	1062.0	305.95	37.414021732544	35.732880366922174	16:hsa;hsa-mir-6511b-1,2106669,2106753,-	10.778549857883085	10.2942323429942
hsa-mir-629	54.0	1051.0	1051.0	37.02649420047434	35.362765786850474	15:hsa;hsa-mir-629,70079372,70079468,-	37.02649420047434	35.362765786850474
hsa-mir-200b	61.0	1046.0	1046.0	36.85034532226085	35.194531886817884	1:hsa;hsa-mir-200b,1167104,1167198,+	36.85034532226085	35.194531886817884
hsa-mir-4510	56.0	1020.0	534.0	35.934371155550735	34.319715606648415	15:hsa;hsa-mir-4510,35926856,35926923,+	18.81270019320009	17.967380523480642
hsa-mir-299	45.0	984.0	984.0	34.66609923241365	33.10843152641377	14:hsa;hsa-mir-299,101023794,101023856,+	34.66609923241365	33.10843152641377
hsa-mir-3605	58.0	982.0	982.0	34.595639681128254	33.04113796640073	1:hsa;hsa-mir-3605,33332393,33332492,-	34.595639681128254	33.04113796640073
hsa-mir-190a	31.0	947.0	947.0	33.36259753363387	31.863500666172598	15:hsa;hsa-mir-190a,62823957,62824041,+	33.36259753363387	31.863500666172598
hsa-mir-326	32.0	943.0	943.0	33.22167843106308	31.728913546146526	11:hsa;hsa-mir-326,75335092,75335186,-	33.22167843106308	31.728913546146526
hsa-mir-876	38.0	930.0	930.0	32.763691347708026	31.29150540606179	9:hsa;hsa-mir-876,28863626,28863706,-	32.763691347708026	31.29150540606179
hsa-mir-10b	60.0	922.0	920.0	32.48185314256645	31.022331166009646	2:hsa;hsa-mir-10b,176150303,176150412,+	32.411393591281055	30.955037605996612
hsa-mir-362	48.0	915.0	915.0	32.23524471306757	30.78680370596402	X:hsa;hsa-mir-362,50008964,50009028,+	32.23524471306757	30.78680370596402
hsa-mir-1296	50.0	899.0	899.0	31.671568302784422	30.248455225859733	10:hsa;hsa-mir-1296,63372957,63373048,-	31.671568302784422	30.248455225859733
hsa-mir-1271	32.0	872.0	872.0	30.72036436043161	29.339992165683743	5:hsa;hsa-mir-1271,176367946,176368031,+	30.72036436043161	29.339992165683743
hsa-mir-183	37.0	862.0	862.0	30.36806660400464	29.003524365618564	7:hsa;hsa-mir-183,129774905,129775014,-	30.36806660400464	29.003524365618564
hsa-mir-377	39.0	850.0	850.0	29.94530929629228	28.599763005540346	14:hsa;hsa-mir-377,101062050,101062118,+	29.94530929629228	28.599763005540346
hsa-mir-10a	62.0	848.0	845.5	29.874849745006884	28.532469445527312	17:hsa;hsa-mir-10a,48579838,48579947,-	29.786775305900143	28.448352495511017
hsa-mir-194-1	29.0	833.0	417.0	29.346403110366435	28.02776774542954	1:hsa;hsa-mir-194-1,220118157,220118241,-	14.690816443004564	14.030707262718028
hsa-mir-1250	39.0	813.0	813.0	28.641807597512496	27.354832145299177	17:hsa;hsa-mir-1250,81133196,81133308,-	28.641807597512496	27.354832145299177
hsa-mir-450b	19.0	795.0	795.0	28.007671635943954	26.749190105181853	X:hsa;hsa-mir-450b,134540185,134540262,-	28.007671635943954	26.749190105181853
hsa-mir-1260a	6.0	761.0	761.0	26.809859264092264	25.60519958496024	14:hsa;hsa-mir-1260a,77266218,77266290,+	26.809859264092264	25.60519958496024
hsa-mir-1298	40.0	737.0	737.0	25.96434464866754	24.797676864803805	X:hsa;hsa-mir-1298,114715233,114715344,+	25.96434464866754	24.797676864803805
hsa-mir-6511b-2	55.0	733.0	141.45	25.823425546096754	24.663089744777736	16:hsa;hsa-mir-6511b-2,15134075,15134145,-	4.983251764659462	4.759337031921978
hsa-mir-6511b-2	55.0	733.0	141.45	25.823425546096754	24.663089744777736	16:hsa;hsa-mir-6511b-2,2106678,2106748,-	4.983251764659462	4.759337031921978
hsa-mir-1247	41.0	723.0	723.0	25.471127789669787	24.326621944712553	14:hsa;hsa-mir-1247,101560287,101560422,-	25.471127789669787	24.326621944712553
hsa-mir-337	41.0	715.0	715.0	25.18928958452821	24.057447704660408	14:hsa;hsa-mir-337,100874493,100874585,+	25.18928958452821	24.057447704660408
hsa-mir-130a	38.0	674.0	673.0	23.744868783177644	22.67792972439317	11:hsa;hsa-mir-130a,57641198,57641286,+	23.709639007534946	22.64428294438665
hsa-mir-491	41.0	673.0	673.0	23.709639007534946	22.64428294438665	9:hsa;hsa-mir-491,20716105,20716188,+	23.709639007534946	22.64428294438665
hsa-mir-3173	35.0	664.0	664.0	23.392571026750673	22.341461924327987	14:hsa;hsa-mir-3173,95137919,95137986,-	23.392571026750673	22.341461924327987
hsa-mir-105-2	41.0	663.0	331.5	23.35734125110798	22.30781514432147	X:hsa;hsa-mir-105-2,152394412,152394492,-	11.67867062555399	11.153907572160735
hsa-mir-105-1	41.0	663.0	331.5	23.35734125110798	22.30781514432147	X:hsa;hsa-mir-105-1,152392219,152392299,-	11.67867062555399	11.153907572160735
hsa-mir-133a-2	43.0	642.0	320.83333333333337	22.617515962611346	21.60123276418459	20:hsa;hsa-mir-133a-2,62564912,62565013,+	11.30288635203189	10.795008585424544
hsa-mir-133a-1	43.0	642.0	320.83333333333337	22.617515962611346	21.60123276418459	18:hsa;hsa-mir-133a-1,21825698,21825785,-	11.30288635203189	10.795008585424544
hsa-mir-3059	37.0	636.0	636.0	22.406137308755163	21.399352084145484	12:hsa;hsa-mir-3059,86745068,86745149,-	22.406137308755163	21.399352084145484
hsa-mir-193b	44.0	628.0	628.0	22.12429910361359	21.13017784409334	16:hsa;hsa-mir-193b,14303967,14304049,+	22.12429910361359	21.13017784409334
hsa-mir-34b	40.0	604.0	604.0	21.278784488188865	20.322655123936904	11:hsa;hsa-mir-34b,111512938,111513021,+	21.278784488188865	20.322655123936904
hsa-mir-940	29.0	601.0	601.0	21.173095161260775	20.22171478391735	16:hsa;hsa-mir-940,2271747,2271840,+	21.173095161260775	20.22171478391735
hsa-mir-503	35.0	569.0	569.0	20.045742340694478	19.145017823708773	X:hsa;hsa-mir-503,134546328,134546398,-	20.045742340694478	19.145017823708773
hsa-mir-5010	37.0	561.0	561.0	19.763904135552906	18.87584358365663	17:hsa;hsa-mir-5010,42514188,42514307,+	19.763904135552906	18.87584358365663
hsa-mir-135b	21.0	536.0	526.0	18.883159744485486	18.034674083493677	1:hsa;hsa-mir-135b,205448302,205448398,-	18.530861988058515	17.698206283428497
hsa-mir-542	34.0	519.0	519.0	18.284253558559637	17.46267882338287	X:hsa;hsa-mir-542,134541341,134541437,-	18.284253558559637	17.46267882338287
hsa-mir-200c	33.0	515.0	515.0	18.143334455988853	17.328091703356797	12:hsa;hsa-mir-200c,6963699,6963766,+	18.143334455988853	17.328091703356797
hsa-mir-589	27.0	512.0	512.0	18.03764512906076	17.227151363337246	7:hsa;hsa-mir-589,5495819,5495917,-	18.03764512906076	17.227151363337246
hsa-mir-2355	28.0	511.0	511.0	18.002415353418066	17.193504583330725	2:hsa;hsa-mir-2355,207109987,207110073,-	18.002415353418066	17.193504583330725
hsa-mir-1908	17.0	506.0	506.0	17.82626647520458	17.025270683298135	11:hsa;hsa-mir-1908,61815161,61815240,-	17.82626647520458	17.025270683298135
hsa-mir-1260b	3.0	497.0	497.0	17.50919849442031	16.722449663239473	11:hsa;hsa-mir-1260b,96341438,96341526,+	17.50919849442031	16.722449663239473
hsa-mir-320d-1	17.0	487.0	268.1428571428571	17.15690073799334	16.385981863174294	13:hsa;hsa-mir-320d-1,40727816,40727887,-	9.446612697334555	9.022143724604911
hsa-mir-767	35.0	486.0	486.0	17.121670962350645	16.352335083167773	X:hsa;hsa-mir-767,152393421,152393529,-	17.121670962350645	16.352335083167773
hsa-mir-9985	20.0	480.0	262.0	16.910292308494462	16.150454403128666	Y:hsa;hsa-mir-9985,4606120,4606228,+	9.230201218386561	8.81545636170773
hsa-mir-34c	27.0	474.0	474.0	16.698913654638282	15.948573723089558	11:hsa;hsa-mir-34c,111513439,111513515,+	16.698913654638282	15.948573723089558
hsa-mir-770	40.0	470.0	468.66666666666663	16.557994552067495	15.813986603063485	14:hsa;hsa-mir-770,100852390,100852487,+	16.511021517877232	15.769124229721461
hsa-mir-887	40.0	466.0	466.0	16.417075449496707	15.679399483037413	5:hsa;hsa-mir-887,15935182,15935260,+	16.417075449496707	15.679399483037413
hsa-mir-758	36.0	464.0	464.0	16.346615898211315	15.612105923024377	14:hsa;hsa-mir-758,101026020,101026107,+	16.346615898211315	15.612105923024377
hsa-mir-1179	24.0	452.0	452.0	15.923858590498954	15.208344562946161	15:hsa;hsa-mir-1179,88608107,88608197,+	15.923858590498954	15.208344562946161
hsa-mir-490	28.0	442.0	442.0	15.571560834071985	14.87187676288098	7:hsa;hsa-mir-490,136903167,136903294,+	15.571560834071985	14.87187676288098
hsa-mir-448	25.0	432.0	432.0	15.219263077645017	14.535408962815799	X:hsa;hsa-mir-448,114823454,114823564,+	15.219263077645017	14.535408962815799
hsa-mir-20b	22.0	420.0	419.5	14.796505769932656	14.131647602737583	X:hsa;hsa-mir-20b,134169809,134169877,-	14.778890882111307	14.114824212734323
hsa-mir-320d-2	7.0	404.0	196.64285714285714	14.232829359649507	13.593299122633294	X:hsa;hsa-mir-320d-2,140926160,140926231,-	6.9276837388817345	6.616398954138871
hsa-mir-483	29.0	403.0	403.0	14.19759958400681	13.559652342626777	11:hsa;hsa-mir-483,2134134,2134209,-	14.19759958400681	13.559652342626777
hsa-mir-224	23.0	403.0	403.0	14.19759958400681	13.559652342626777	X:hsa;hsa-mir-224,151958578,151958658,-	14.19759958400681	13.559652342626777
hsa-mir-106a	28.0	375.0	336.0	13.2111658660113	12.617542502444271	X:hsa;hsa-mir-106a,134170198,134170278,-	11.837204615946124	11.305318082190066
hsa-mir-1226	18.0	362.0	362.0	12.75317878265624	12.180134362359535	3:hsa;hsa-mir-1226,47849555,47849629,+	12.75317878265624	12.180134362359535
hsa-mir-4787	22.0	343.0	343.0	12.083813045445002	11.540845542235692	3:hsa;hsa-mir-4787,50675080,50675163,+	12.083813045445002	11.540845542235692
hsa-mir-522	15.0	334.0	334.0	11.76674506466073	11.23802452217703	19:hsa;hsa-mir-522,53751211,53751297,+	11.76674506466073	11.23802452217703
