name	unique reads 180626-180628-190531_Brain_S32 180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32 (mult. map. adj.)	180626-180628-190531_Brain_S32180626-180628-190531_Brain_S32(lib)	180626-180628-190531_Brain_S32180626-180628-190531_Brain_S32(total)	coordinateString 180626-180628-190531_Brain_S32 180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32 (lib)	180626-180628-190531_Brain_S32 (total)
URS000005FBEE_9606_tRNA-Asn:tRNA:Homo_sapiens	71.0	2430.0	242.99999999999994	65124.75544716319	233.20103253355936	MT:hsa;URS000005FBEE_9606_tRNA-Asn:tRNA:Homo_sapiens,5671,5730,-	6512.475544716317	23.320103253355928
URS0000007D24_9606:otherRNA:Homo_sapiens	73.0	2417.0	2400.0	64776.35140567631	231.95345499325634	7:hsa;URS0000007D24_9606:otherRNA:Homo_sapiens,148963315,148963374,+	64320.746120655	230.32200744055245
URS00000AA031_9606_tRNA-Gln:tRNA:Homo_sapiens	69.0	2406.0	401.0000000000001	64481.54798595664	230.8978124591538	MT:hsa;URS00000AA031_9606_tRNA-Gln:tRNA:Homo_sapiens,4341,4400,-	10746.92466432611	38.482968743192316
URS00000A0499_9606_tRNA-Gln:tRNA:Homo_sapiens	69.0	2406.0	401.0000000000001	64481.54798595664	230.8978124591538	1:hsa;URS00000A0499_9606_tRNA-Gln:tRNA:Homo_sapiens,629511,629570,-	10746.92466432611	38.482968743192316
URS00000A0499_9606_tRNA-Gln:tRNA:Homo_sapiens	69.0	2406.0	401.0000000000001	64481.54798595664	230.8978124591538	MT:hsa;URS00000A0499_9606_tRNA-Gln:tRNA:Homo_sapiens,4341,4400,-	10746.92466432611	38.482968743192316
URS00000433C6_9606_tRNA-Gln:tRNA:Homo_sapiens	69.0	2406.0	401.0000000000001	64481.54798595664	230.8978124591538	1:hsa;URS00000433C6_9606_tRNA-Gln:tRNA:Homo_sapiens,629511,629570,-	10746.92466432611	38.482968743192316
URS00000433C6_9606_tRNA-Gln:tRNA:Homo_sapiens	69.0	2406.0	401.0000000000001	64481.54798595664	230.8978124591538	MT:hsa;URS00000433C6_9606_tRNA-Gln:tRNA:Homo_sapiens,4341,4400,-	10746.92466432611	38.482968743192316
URS00000AA031_9606_tRNA-Gln:tRNA:Homo_sapiens	69.0	2406.0	401.0000000000001	64481.54798595664	230.8978124591538	1:hsa;URS00000AA031_9606_tRNA-Gln:tRNA:Homo_sapiens,629511,629570,-	10746.92466432611	38.482968743192316
URS0000027F06_9606_tRNA-Ser:tRNA:Homo_sapiens	92.0	2344.0	575.6500000000002	62819.92871117305	224.94782726693956	MT:hsa;URS0000027F06_9606_tRNA-Ser:tRNA:Homo_sapiens,12207,12265,+	15427.598960147943	55.24369315964753
URS000003F315_9606_tRNA-Ser:tRNA:Homo_sapiens	92.0	2344.0	575.6500000000002	62819.92871117305	224.94782726693956	MT:hsa;URS000003F315_9606_tRNA-Ser:tRNA:Homo_sapiens,12207,12265,+	15427.598960147943	55.24369315964753
URS0000050C0F_9606_tRNA-Ser:tRNA:Homo_sapiens	92.0	2344.0	575.6500000000002	62819.92871117305	224.94782726693956	MT:hsa;URS0000050C0F_9606_tRNA-Ser:tRNA:Homo_sapiens,12207,12265,+	15427.598960147943	55.24369315964753
URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens	111.0	2058.0	257.25	55155.039798461665	197.50112138027373	1:hsa;URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens,248874248,248874307,+	6894.379974807708	24.687640172534216
URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens	111.0	2058.0	257.25	55155.039798461665	197.50112138027373	6:hsa;URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens,125780259,125780318,-	6894.379974807708	24.687640172534216
URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens	111.0	2058.0	257.25	55155.039798461665	197.50112138027373	1:hsa;URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens,161454620,161454679,-	6894.379974807708	24.687640172534216
URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens	111.0	2058.0	257.25	55155.039798461665	197.50112138027373	1:hsa;URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens,161462031,161462090,-	6894.379974807708	24.687640172534216
URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens	111.0	2058.0	257.25	55155.039798461665	197.50112138027373	6:hsa;URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens,28982199,28982258,+	6894.379974807708	24.687640172534216
URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens	111.0	2058.0	257.25	55155.039798461665	197.50112138027373	1:hsa;URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens,161469411,161469470,-	6894.379974807708	24.687640172534216
URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens	111.0	2058.0	257.25	55155.039798461665	197.50112138027373	1:hsa;URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens,161447240,161447299,-	6894.379974807708	24.687640172534216
URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens	111.0	2058.0	257.25	55155.039798461665	197.50112138027373	1:hsa;URS000004D273_9606_tRNA-Glu:tRNA:Homo_sapiens,146035692,146035751,+	6894.379974807708	24.687640172534216
URS0000024989_9606_piR-34531:piRNA:Homo_sapiens	60.0	1833.0	458.25	49124.96984965026	175.90843318272192	MT:hsa;URS0000024989_9606_piR-34531:piRNA:Homo_sapiens,12207,12235,+	12281.242462412565	43.97710829568048
URS00000AED6F_9606_tRNA-Gly (anticodon TCC) 1-1:tRNA:Homo_sapiens	42.0	1797.0	1797.0	48160.15865784043	172.45360307111363	19:hsa;URS00000AED6F_9606_tRNA-Gly (anticodon TCC) 1-1:tRNA:Homo_sapiens,4724070,4724129,+	48160.15865784043	172.45360307111363
URS000001924B_9606_tRNA-Phe:tRNA:Homo_sapiens	79.0	1679.0	1421.0	44997.721973574895	161.12943770528648	MT:hsa;URS000001924B_9606_tRNA-Phe:tRNA:Homo_sapiens,577,636,+	38083.241765604485	136.3698219054271
URS000003B35A_9606:rRNA:Homo_sapiens	119.0	1567.0	104.46666666666665	41996.08715461099	150.3810773580607	21:hsa;URS000003B35A_9606:rRNA:Homo_sapiens,8399772,8399831,+	2799.7391436407324	10.025405157204045
URS000008D842_9606:rRNA:Homo_sapiens	119.0	1567.0	104.46666666666665	41996.08715461099	150.3810773580607	21:hsa;URS000008D842_9606:rRNA:Homo_sapiens,8399772,8399831,+	2799.7391436407324	10.025405157204045
URS0000086682_9606:rRNA:Homo_sapiens	119.0	1567.0	104.46666666666665	41996.08715461099	150.3810773580607	21:hsa;URS0000086682_9606:rRNA:Homo_sapiens,8444007,8444066,+	2799.7391436407324	10.025405157204045
URS000008D842_9606:rRNA:Homo_sapiens	119.0	1567.0	104.46666666666665	41996.08715461099	150.3810773580607	21:hsa;URS000008D842_9606:rRNA:Homo_sapiens,8216738,8216797,+	2799.7391436407324	10.025405157204045
URS00000A5ABE_9606:rRNA:Homo_sapiens	119.0	1567.0	104.46666666666665	41996.08715461099	150.3810773580607	21:hsa;URS00000A5ABE_9606:rRNA:Homo_sapiens,8444007,8444066,+	2799.7391436407324	10.025405157204045
URS00000A5ABE_9606:rRNA:Homo_sapiens	119.0	1567.0	104.46666666666665	41996.08715461099	150.3810773580607	21:hsa;URS00000A5ABE_9606:rRNA:Homo_sapiens,8216738,8216797,+	2799.7391436407324	10.025405157204045
URS0000086682_9606:rRNA:Homo_sapiens	119.0	1567.0	104.46666666666665	41996.08715461099	150.3810773580607	21:hsa;URS0000086682_9606:rRNA:Homo_sapiens,8399772,8399831,+	2799.7391436407324	10.025405157204045
URS000005D9C4_9606:rRNA:Homo_sapiens	119.0	1567.0	104.46666666666665	41996.08715461099	150.3810773580607	21:hsa;URS000005D9C4_9606:rRNA:Homo_sapiens,8399772,8399831,+	2799.7391436407324	10.025405157204045
URS000008D842_9606:rRNA:Homo_sapiens	119.0	1567.0	104.46666666666665	41996.08715461099	150.3810773580607	21:hsa;URS000008D842_9606:rRNA:Homo_sapiens,8444007,8444066,+	2799.7391436407324	10.025405157204045
URS000003B35A_9606:rRNA:Homo_sapiens	119.0	1567.0	104.46666666666665	41996.08715461099	150.3810773580607	21:hsa;URS000003B35A_9606:rRNA:Homo_sapiens,8216738,8216797,+	2799.7391436407324	10.025405157204045
URS0000086682_9606:rRNA:Homo_sapiens	119.0	1567.0	104.46666666666665	41996.08715461099	150.3810773580607	21:hsa;URS0000086682_9606:rRNA:Homo_sapiens,8216738,8216797,+	2799.7391436407324	10.025405157204045
URS000005D9C4_9606:rRNA:Homo_sapiens	119.0	1567.0	104.46666666666665	41996.08715461099	150.3810773580607	21:hsa;URS000005D9C4_9606:rRNA:Homo_sapiens,8444007,8444066,+	2799.7391436407324	10.025405157204045
URS000005D9C4_9606:rRNA:Homo_sapiens	119.0	1567.0	104.46666666666665	41996.08715461099	150.3810773580607	21:hsa;URS000005D9C4_9606:rRNA:Homo_sapiens,8216738,8216797,+	2799.7391436407324	10.025405157204045
URS000003B35A_9606:rRNA:Homo_sapiens	119.0	1567.0	104.46666666666665	41996.08715461099	150.3810773580607	21:hsa;URS000003B35A_9606:rRNA:Homo_sapiens,8444007,8444066,+	2799.7391436407324	10.025405157204045
URS00000A5ABE_9606:rRNA:Homo_sapiens	119.0	1567.0	104.46666666666665	41996.08715461099	150.3810773580607	21:hsa;URS00000A5ABE_9606:rRNA:Homo_sapiens,8399772,8399831,+	2799.7391436407324	10.025405157204045
URS0000005270_9606:rRNA:Homo_sapiens	63.0	1369.0	342.25	36689.62559965696	131.3795117442151	21:hsa;URS0000005270_9606:rRNA:Homo_sapiens,8439822,8439881,+	9172.40639991424	32.84487793605378
URS0000005270_9606:rRNA:Homo_sapiens	63.0	1369.0	342.25	36689.62559965696	131.3795117442151	21:hsa;URS0000005270_9606:rRNA:Homo_sapiens,8256780,8256839,+	9172.40639991424	32.84487793605378
URS0000005270_9606:rRNA:Homo_sapiens	63.0	1369.0	342.25	36689.62559965696	131.3795117442151	21:hsa;URS0000005270_9606:rRNA:Homo_sapiens,8212571,8212630,+	9172.40639991424	32.84487793605378
URS0000005270_9606:rRNA:Homo_sapiens	63.0	1369.0	342.25	36689.62559965696	131.3795117442151	21:hsa;URS0000005270_9606:rRNA:Homo_sapiens,8395606,8395665,+	9172.40639991424	32.84487793605378
URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens	26.0	1104.0	157.71428571428567	29587.5432155013	105.94812342265412	17:hsa;URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens,8186866,8186896,+	4226.791887928756	15.135446203236299
URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens	26.0	1104.0	157.71428571428567	29587.5432155013	105.94812342265412	11:hsa;URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens,66348120,66348150,+	4226.791887928756	15.135446203236299
URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens	26.0	1104.0	157.71428571428567	29587.5432155013	105.94812342265412	6:hsa;URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens,28213037,28213067,+	4226.791887928756	15.135446203236299
URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens	26.0	1104.0	157.71428571428572	29587.5432155013	105.94812342265412	15:hsa;URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens,40593876,40593906,-	4226.791887928757	15.135446203236304
URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens	26.0	1104.0	157.71428571428572	29587.5432155013	105.94812342265412	6:hsa;URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens,28597391,28597421,-	4226.791887928757	15.135446203236304
URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens	26.0	1104.0	157.71428571428567	29587.5432155013	105.94812342265412	6:hsa;URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens,27097306,27097336,+	4226.791887928756	15.135446203236299
URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens	26.0	1104.0	157.71428571428567	29587.5432155013	105.94812342265412	6:hsa;URS00000173B3_9606_piR-34440:piRNA:Homo_sapiens,27297996,27298026,+	4226.791887928756	15.135446203236299
URS00000C9B94_9606_tRNA-Leu:tRNA:Homo_sapiens	55.0	935.0	233.75	25058.290676171844	89.72961539871523	MT:hsa;URS00000C9B94_9606_tRNA-Leu:tRNA:Homo_sapiens,3230,3289,+	6264.572669042961	22.432403849678806
URS00000C04C6_9606_tRNA-Leu:tRNA:Homo_sapiens	55.0	935.0	233.75	25058.290676171844	89.72961539871523	MT:hsa;URS00000C04C6_9606_tRNA-Leu:tRNA:Homo_sapiens,3230,3289,+	6264.572669042961	22.432403849678806
URS000003C478_9606_tRNA-Leu:tRNA:Homo_sapiens	55.0	935.0	233.75	25058.290676171844	89.72961539871523	MT:hsa;URS000003C478_9606_tRNA-Leu:tRNA:Homo_sapiens,3229,3288,+	6264.572669042961	22.432403849678806
URS000005981D_9606_tRNA-Leu:tRNA:Homo_sapiens	55.0	935.0	233.75	25058.290676171844	89.72961539871523	MT:hsa;URS000005981D_9606_tRNA-Leu:tRNA:Homo_sapiens,3230,3289,+	6264.572669042961	22.432403849678806
URS000009AC8B_9606_tRNA-Gly (anticodon GCC) 3-1:tRNA:Homo_sapiens	40.0	933.0	129.44444444444449	25004.690054404633	89.53768039251476	16:hsa;URS000009AC8B_9606_tRNA-Gly (anticodon GCC) 3-1:tRNA:Homo_sapiens,70778222,70778281,-	3469.15135326681	12.4224601235298
URS0000009A89_9606_piR-34358:piRNA:Homo_sapiens	36.0	904.0	100.44444444444447	24227.48103878005	86.75462280260808	1:hsa;URS0000009A89_9606_piR-34358:piRNA:Homo_sapiens,16861920,16861947,+	2691.9423376422287	9.639402533623123
URS0000009A89_9606_piR-34358:piRNA:Homo_sapiens	36.0	904.0	100.44444444444447	24227.48103878005	86.75462280260808	3:hsa;URS0000009A89_9606_piR-34358:piRNA:Homo_sapiens,15507991,15508018,+	2691.9423376422287	9.639402533623123
URS00000792D8_9606_piR-35284:piRNA:Homo_sapiens	36.0	904.0	100.44444444444447	24227.48103878005	86.75462280260808	1:hsa;URS00000792D8_9606_piR-35284:piRNA:Homo_sapiens,229537857,229537886,+	2691.9423376422287	9.639402533623123
URS0000009A89_9606_piR-34358:piRNA:Homo_sapiens	36.0	904.0	100.44444444444444	24227.48103878005	86.75462280260808	X:hsa;URS0000009A89_9606_piR-34358:piRNA:Homo_sapiens,65017960,65017987,-	2691.942337642228	9.639402533623121
URS0000009A89_9606_piR-34358:piRNA:Homo_sapiens	36.0	904.0	100.44444444444444	24227.48103878005	86.75462280260808	1:hsa;URS0000009A89_9606_piR-34358:piRNA:Homo_sapiens,16545983,16546010,-	2691.942337642228	9.639402533623121
URS0000009A89_9606_piR-34358:piRNA:Homo_sapiens	36.0	904.0	100.44444444444447	24227.48103878005	86.75462280260808	1:hsa;URS0000009A89_9606_piR-34358:piRNA:Homo_sapiens,229537856,229537883,+	2691.9423376422287	9.639402533623123
URS0000009A89_9606_piR-34358:piRNA:Homo_sapiens	36.0	904.0	100.44444444444444	24227.48103878005	86.75462280260808	6:hsa;URS0000009A89_9606_piR-34358:piRNA:Homo_sapiens,27902952,27902979,-	2691.942337642228	9.639402533623121
URS0000009A89_9606_piR-34358:piRNA:Homo_sapiens	36.0	904.0	100.44444444444447	24227.48103878005	86.75462280260808	16:hsa;URS0000009A89_9606_piR-34358:piRNA:Homo_sapiens,70789506,70789533,+	2691.9423376422287	9.639402533623123
URS0000066CE6_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS0000066CE6_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS000003259D_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS000003259D_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS000002DDBE_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS000002DDBE_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS000007A092_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS000007A092_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS000003920D_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS000003920D_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS000004A521_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS000004A521_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS000000368F_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS000000368F_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS00000156A9_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS00000156A9_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS00000527FC_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS00000527FC_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS0000085357_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS0000085357_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS000004D27B_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS000004D27B_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS00000BA3DC_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS00000BA3DC_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS000001B372_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS000001B372_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS00000C35B7_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS00000C35B7_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS00000AE9F9_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS00000AE9F9_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS00000BB0FF_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS00000BB0FF_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS0000089B9A_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS0000089B9A_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS00000753FC_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS00000753FC_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS000002EB21_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS000002EB21_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS00000A362B_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS00000A362B_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS0000073C36_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS0000073C36_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS00000706EB_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS00000706EB_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS0000053941_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS0000053941_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS000003CDDC_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS000003CDDC_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS00000C1645_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS00000C1645_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS000000E52A_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS000000E52A_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS000009A846_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS000009A846_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS000005DEF1_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS000005DEF1_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS0000090701_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS0000090701_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS0000041576_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS0000041576_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS000002A8C5_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS000002A8C5_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS00000C7B5A_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS00000C7B5A_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS0000012A2A_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS0000012A2A_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS0000080EEF_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS0000080EEF_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS000007D64D_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS000007D64D_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS00000598CD_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS00000598CD_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS000002B0E4_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS000002B0E4_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS00000A8F29_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS00000A8F29_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
URS00000B2AE1_9606:rRNA:Homo_sapiens	38.0	895.0	4.2216981132075455	23986.278240827593	85.89091527470602	MT:hsa;URS00000B2AE1_9606:rRNA:Homo_sapiens,1671,1730,+	113.14282189069615	0.40514582676748107
