name	unique reads 181004-190521_Brain_S35 181004-190521_Brain_S35	181004-190521_Brain_S35	181004-190521_Brain_S35 (mult. map. adj.)	181004-190521_Brain_S35181004-190521_Brain_S35(lib)	181004-190521_Brain_S35181004-190521_Brain_S35(total)	coordinateString 181004-190521_Brain_S35 181004-190521_Brain_S35	181004-190521_Brain_S35 (lib)	181004-190521_Brain_S35 (total)
URS00000AED6F_9606_tRNA-Gly (anticodon TCC) 1-1:tRNA:Homo_sapiens	95.0	2413.0	2413.0	23090.246213027378	81.18968015572807	19:hsa;URS00000AED6F_9606_tRNA-Gly (anticodon TCC) 1-1:tRNA:Homo_sapiens,4724070,4724129,+	23090.246213027378	81.18968015572807
URS000009AC8B_9606_tRNA-Gly (anticodon GCC) 3-1:tRNA:Homo_sapiens	106.0	2313.0	332.4583333333331	22133.33588509421	77.82500215507626	16:hsa;URS000009AC8B_9606_tRNA-Gly (anticodon GCC) 3-1:tRNA:Homo_sapiens,70778222,70778281,-	3181.328127741147	11.186152403000307
URS00000BBF1D_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000BBF1D_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000000368F_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000000368F_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000003259D_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000003259D_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000002F2EF_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000002F2EF_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000053941_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000053941_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000007E317_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000007E317_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000004B29C_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000004B29C_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000000FF97_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000000FF97_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000652F8_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000652F8_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000007B748_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000007B748_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000003B288_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000003B288_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000004905_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000004905_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000C5C2A_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000C5C2A_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000006C54D_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000006C54D_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000003C6DF_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000003C6DF_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000006257A_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000006257A_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000001EB48_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000001EB48_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000A0345_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000A0345_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000027BF9_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000027BF9_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000142DF_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000142DF_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000067ABE_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000067ABE_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000B4474_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000B4474_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000089B9A_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000089B9A_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000001B4DC_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000001B4DC_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000074CED_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000074CED_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000530BA_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000530BA_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000A4AC3_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000A4AC3_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000C92A4_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000C92A4_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000484B3_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000484B3_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000005D8D5_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000005D8D5_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000042CEE_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000042CEE_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000003FFF9_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000003FFF9_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000004D27B_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000004D27B_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000070E45_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000070E45_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000C5903_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000C5903_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000077B94_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000077B94_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000013FEE_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000013FEE_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000BB0FF_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000BB0FF_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000008F50B_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000008F50B_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000075733_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000075733_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000982CE_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000982CE_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000000E3F6_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000000E3F6_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000055C35_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000055C35_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000003D1FC_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000003D1FC_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000601EE_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000601EE_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000002220D_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000002220D_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000C35B7_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000C35B7_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000005AAC7_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000005AAC7_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000008B699_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000008B699_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000005A42E_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000005A42E_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000006F00C_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000006F00C_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000A7983_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000A7983_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000000473B_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000000473B_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000001872C_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000001872C_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000BDEC0_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000BDEC0_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000007F6F9_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000007F6F9_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000003D33D_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000003D33D_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000070C62_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000070C62_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000009A846_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000009A846_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS00000B2AE1_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS00000B2AE1_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000017CC6_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000017CC6_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000006244D_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000006244D_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000008DF81_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000008DF81_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000003124A_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000003124A_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000023E2B_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000023E2B_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000018671_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000018671_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000009F2D2_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000009F2D2_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS0000079DE8_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS0000079DE8_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
URS000005B986_9606:rRNA:Homo_sapiens	104.0	2281.0	10.759433962264138	21827.124580155592	76.74830519486768	MT:hsa;URS000005B986_9606:rRNA:Homo_sapiens,1671,1730,+	102.95813481205457	0.3620203075229603
