name	unique reads 32170440_EXO_S27	32170440_EXO_S27	read count (mult. map. adj.)	32170440_EXO_S2732170440_EXO_S27(lib)	RPM (total)	coordinateString 32170440_EXO_S27	32170440_EXO_S27 (lib)	RPM_adj (total)
hsa-mir-183	172.0	9937.0	9937.0	2286.3992950057923	924.0446803546538	7:hsa;hsa-mir-183,129774905,129775014,-	2286.3992950057923	924.0446803546538
hsa-mir-125b-2	192.0	9763.0	5439.5	2246.363723170127	907.864366941983	21:hsa;hsa-mir-125b-2,16590237,16590325,+	1251.571798851163	505.8207747599013
hsa-mir-23a	156.0	9383.0	9375.0	2158.9297157129263	872.5280502936215	19:hsa;hsa-mir-23a,13836587,13836659,-	2157.088999766459	871.7841278378665
hsa-mir-125b-1	162.0	8714.0	4390.5	2004.9998446895918	810.3175349311114	11:hsa;hsa-mir-125b-1,122099757,122099844,-	1010.2079203706281	408.27394274902963
hsa-mir-30b	118.0	8622.0	8622.0	1983.831611305217	801.762426689929	8:hsa;hsa-mir-30b,134800520,134800607,-	1983.831611305217	801.762426689929
hsa-mir-24-2	140.0	7772.0	3966.5	1788.2555419930582	722.7206657659625	19:hsa;hsa-mir-24-2,13836287,13836359,-	912.649975207857	368.84605259401576
hsa-mir-24-1	135.0	7762.0	3956.5	1785.954647059974	721.7907626962688	9:hsa;hsa-mir-24-1,95086021,95086088,+	910.3490802747729	367.916149524322
hsa-mir-222	178.0	7610.0	7610.0	1750.9810440770937	707.6562360369242	X:hsa;hsa-mir-222,45747015,45747124,-	1750.9810440770937	707.6562360369242
hsa-mir-429	81.0	7483.0	7483.0	1721.759678426924	695.8464670518139	1:hsa;hsa-mir-429,1169005,1169087,+	1721.759678426924	695.8464670518139
hsa-mir-148a	129.0	7373.0	7368.0	1696.4498341629976	685.617533285183	7:hsa;hsa-mir-148a,25949919,25949986,-	1695.2993866964555	685.152581750336
hsa-mir-146a	132.0	7253.0	7253.0	1668.839094965987	674.4586964488583	5:hsa;hsa-mir-146a,160485352,160485450,+	1668.839094965987	674.4586964488583
hsa-mir-100	132.0	6786.0	6774.0	1561.3873015909537	631.0322230941613	11:hsa;hsa-mir-100,122152229,122152308,-	1558.6262276712525	629.9163394105288
hsa-mir-103a-2	118.0	6227.0	3117.8333333333335	1432.7672748315456	579.0506414982822	20:hsa;hsa-mir-103a-2,3917494,3917571,+	717.380691886776	289.92827874600835
hsa-mir-103a-1	117.0	6217.0	3107.8333333333335	1430.4663798984614	578.1207384285884	5:hsa;hsa-mir-103a-1,168560896,168560973,-	715.0797969536918	288.99837567631465
hsa-mir-22	91.0	6112.0	6112.0	1406.306983101077	568.3567561968043	17:hsa;hsa-mir-22,1713903,1713987,-	1406.306983101077	568.3567561968043
hsa-mir-101-2	131.0	5692.0	2983.0	1309.6693959115396	529.3008272696678	9:hsa;hsa-mir-101-2,4850297,4850375,+	686.3569585390237	277.39008568963794
hsa-mir-9-2	121.0	5614.0	1878.8333333333296	1291.7224154334829	522.0475833260568	5:hsa;hsa-mir-9-2,88666853,88666939,-	432.2998096776399	174.71328841095556
hsa-mir-9-1	121.0	5614.0	1878.8333333333296	1291.7224154334829	522.0475833260568	1:hsa;hsa-mir-9-1,156420341,156420429,-	432.2998096776399	174.71328841095556
hsa-mir-9-3	121.0	5580.0	1867.3333333333296	1283.8993726609965	518.8859128890981	15:hsa;hsa-mir-9-3,89368017,89368106,+	429.65378050459304	173.64389988080777
hsa-mir-101-1	124.0	5418.0	2709.0	1246.624874745032	503.8214831600598	1:hsa;hsa-mir-101-1,65058434,65058508,-	623.312437372516	251.9107415800299
hsa-mir-29a	121.0	5171.0	5168.0	1189.7927698978517	480.85287733862486	7:hsa;hsa-mir-29a,130876747,130876810,-	1189.1025014179265	480.5739064177167
hsa-mir-28	72.0	5058.0	5058.0	1163.792657154	470.34497265108575	3:hsa;hsa-mir-28,188688781,188688866,+	1163.792657154	470.34497265108575
hsa-mir-221	123.0	4653.0	4653.0	1070.606412364089	432.68389832848993	X:hsa;hsa-mir-221,45746157,45746266,-	1070.606412364089	432.68389832848993
hsa-mir-25	107.0	4462.0	4462.0	1026.6593191421803	414.9227496973398	7:hsa;hsa-mir-25,100093560,100093643,-	1026.6593191421803	414.9227496973398
hsa-mir-181a-2	118.0	4096.0	2511.5	942.4465645912977	380.88829734654945	9:hsa;hsa-mir-181a-2,124692442,124692551,+	577.8697624441025	233.54515595357887
hsa-mir-141	91.0	3852.0	3845.5	886.3047282240427	358.1986624460226	12:hsa;hsa-mir-141,6964097,6964191,+	884.8091465175379	357.5942254507217
hsa-mir-93	81.0	3530.0	3530.0	812.2159113787307	328.2557836018847	7:hsa;hsa-mir-93,100093768,100093847,-	812.2159113787307	328.2557836018847
hsa-mir-335	76.0	3379.0	3379.0	777.472397889159	314.21424724950947	7:hsa;hsa-mir-335,130496111,130496204,+	777.472397889159	314.21424724950947
hsa-mir-532	90.0	3246.0	3246.0	746.8704952791388	301.8465364225829	X:hsa;hsa-mir-532,50003148,50003238,+	746.8704952791388	301.8465364225829
hsa-mir-501	83.0	3194.0	3191.3333333333335	734.9058416271008	297.01104046017554	X:hsa;hsa-mir-501,50009722,50009805,+	734.292269644945	296.76306630825724
hsa-mir-92b	108.0	3193.0	3193.0	734.6757521337923	296.9180501532062	1:hsa;hsa-mir-92b,155195177,155195272,+	734.6757521337923	296.9180501532062
hsa-mir-181a-1	91.0	3169.0	1584.5	729.1536042943902	294.6862827859412	1:hsa;hsa-mir-181a-1,198859044,198859153,-	364.5768021471951	147.3431413929706
hsa-mir-27a	83.0	2865.0	2792.0	659.2063983286299	266.417229467252	19:hsa;hsa-mir-27a,13836440,13836517,-	642.4098653171151	259.62893705848785
hsa-mir-500a	82.0	2765.0	2497.8333333333335	636.1974489977877	257.1181987703148	X:hsa;hsa-mir-500a,50008431,50008514,+	574.7252060355542	232.27428842499745
hsa-mir-16-2	63.0	2619.0	1489.5	602.604382974758	243.5416139527864	3:hsa;hsa-mir-16-2,160404745,160404825,+	342.71830028289503	138.50906223088023
hsa-mir-31	72.0	2510.0	2510.0	577.52462820414	233.4056704931248	9:hsa;hsa-mir-31,21512115,21512185,-	577.52462820414	233.4056704931248
hsa-mir-361	71.0	2393.0	2393.0	550.6041574870545	222.52580457770821	X:hsa;hsa-mir-361,85903636,85903707,-	550.6041574870545	222.52580457770821
hsa-mir-186	64.0	2284.0	2284.0	525.5244027164365	212.38986111804664	1:hsa;hsa-mir-186,71067631,71067716,-	525.5244027164365	212.38986111804664
hsa-mir-16-1	53.0	2259.0	1129.5	519.772165383726	210.06510344381232	13:hsa;hsa-mir-16-1,50048973,50049061,-	259.886082691863	105.03255172190616
hsa-mir-128-1	71.0	2189.0	1241.5	503.6659008521364	203.55578195595626	2:hsa;hsa-mir-128-1,135665397,135665478,+	285.65610594240627	115.44746610247587
hsa-mir-196a-2	51.0	1978.0	1218.8333333333333	455.1170177640593	183.93482718541867	12:hsa;hsa-mir-196a-2,53991738,53991847,+	280.44074409408205	113.33968581117009
hsa-mir-652	57.0	1944.0	1944.0	447.29397499157295	180.77315674846	X:hsa;hsa-mir-652,110055329,110055426,+	447.29397499157295	180.77315674846
hsa-mir-342	58.0	1938.0	1938.0	445.9134380317224	180.21521490664378	14:hsa;hsa-mir-342,100109655,100109753,+	445.9134380317224	180.21521490664378
hsa-mir-502	48.0	1932.0	1752.8333333333333	444.5329010718719	179.65727306482754	X:hsa;hsa-mir-502,50014598,50014683,+	403.3085335207795	162.99650973281496
hsa-mir-128-2	58.0	1895.0	947.5	436.01958981946024	176.21663170696075	3:hsa;hsa-mir-128-2,35744476,35744559,+	218.00979490973012	88.10831585348038
hsa-mir-194-2	48.0	1829.0	1529.0	420.8336832611044	170.07927144698218	11:hsa;hsa-mir-194-2,64891355,64891439,-	351.8068352685777	142.18217935617045
hsa-mir-192	65.0	1665.0	1665.0	383.0990063585231	154.82886110400509	11:hsa;hsa-mir-192,64891137,64891246,-	383.0990063585231	154.82886110400509
hsa-mir-135b	46.0	1651.0	1649.6666666666667	379.8777534522052	153.52699680643389	1:hsa;hsa-mir-135b,205448302,205448398,-	379.57096746112734	153.40300973047474
hsa-mir-95	30.0	1620.0	1620.0	372.7449791596441	150.64429729038335	4:hsa;hsa-mir-95,8005301,8005381,-	372.7449791596441	150.64429729038335
hsa-mir-425	58.0	1519.0	1519.0	349.50594033549345	141.25227628647673	3:hsa;hsa-mir-425,49020148,49020234,-	349.50594033549345	141.25227628647673
hsa-mir-196a-1	41.0	1517.0	758.8333333333334	349.0457613488766	141.066295672538	17:hsa;hsa-mir-196a-1,48632490,48632559,-	174.5995771722078	70.56414460525879
hsa-mir-29c	58.0	1453.0	1450.0	334.3200337771376	135.11491602649815	1:hsa;hsa-mir-29c,207801852,207801939,-	333.6297652972123	134.83594510559
hsa-mir-340	32.0	1404.0	1404.0	323.0456486050249	130.55839098499888	5:hsa;hsa-mir-340,180015303,180015397,-	323.0456486050249	130.55839098499888
hsa-mir-29b-1	50.0	1324.0	707.0	304.6384891403511	123.1191664274491	7:hsa;hsa-mir-29b-1,130877459,130877539,-	162.67327176905457	65.7441470273463
hsa-mir-374b	30.0	1313.0	1312.5	302.10750471395846	122.096273050786	X:hsa;hsa-mir-374b,74218547,74218618,-	301.9924599673043	122.04977789730131
hsa-mir-224	41.0	1270.0	1270.0	292.21365650169633	118.09768985110298	X:hsa;hsa-mir-224,151958578,151958658,-	292.21365650169633	118.09768985110298
hsa-mir-29b-2	49.0	1267.0	650.0	291.52338802177104	117.81871893019486	1:hsa;hsa-mir-29b-2,207802443,207802523,-	149.5581706504745	60.44369953009208
hsa-mir-146b	43.0	1250.0	1250.0	287.61186663552786	116.23788371171554	10:hsa;hsa-mir-146b,102436512,102436584,+	287.61186663552786	116.23788371171554
hsa-mir-363	32.0	1245.0	1245.0	286.46141916898574	115.77293217686868	X:hsa;hsa-mir-363,134169378,134169452,-	286.46141916898574	115.77293217686868
hsa-mir-140	42.0	1180.0	1180.0	271.5056021039383	109.72856222385947	16:hsa;hsa-mir-140,69933081,69933180,+	271.5056021039383	109.72856222385947
hsa-mir-660	32.0	1059.0	1059.0	243.6647734136192	98.4767350805654	X:hsa;hsa-mir-660,50013241,50013337,+	243.6647734136192	98.4767350805654
hsa-mir-664a	37.0	1028.0	1028.0	236.5319991210581	95.59403556451485	1:hsa;hsa-mir-664a,220200538,220200619,-	236.5319991210581	95.59403556451485
hsa-mir-148b	44.0	1010.0	1005.0	232.3903882415065	93.92021003906615	12:hsa;hsa-mir-148b,54337216,54337314,+	231.2399407749644	93.45525850421929
hsa-mir-181b-1	39.0	1005.0	502.16666666666663	231.2399407749644	93.45525850421929	1:hsa;hsa-mir-181b-1,198858873,198858982,-	115.54327388971272	46.69663248311985
hsa-mir-181b-2	39.0	1005.0	502.16666666666663	231.2399407749644	93.45525850421929	9:hsa;hsa-mir-181b-2,124693710,124693798,+	115.54327388971272	46.69663248311985
hsa-mir-205	29.0	986.0	986.0	226.8682404021044	91.68844267180121	1:hsa;hsa-mir-205,209432133,209432242,+	226.8682404021044	91.68844267180121
hsa-mir-196b	28.0	939.0	937.3333333333334	216.05403421660853	87.31789824424071	7:hsa;hsa-mir-196b,27169480,27169563,-	215.67055172776116	87.16291439929176
hsa-mir-197	22.0	912.0	912.0	209.84161789728114	84.80715995606765	1:hsa;hsa-mir-197,109598893,109598967,+	209.84161789728114	84.80715995606765
hsa-mir-193a	26.0	881.0	881.0	202.70884360472004	81.92446044001711	17:hsa;hsa-mir-193a,31559996,31560083,+	202.70884360472004	81.92446044001711
hsa-mir-374a	30.0	795.0	794.5	182.92114718019573	73.92729404065108	X:hsa;hsa-mir-374a,74287286,74287357,-	182.80610243354153	73.88079888716639
hsa-mir-505	33.0	767.0	767.0	176.4786413675599	71.32356544550865	X:hsa;hsa-mir-505,139924148,139924231,-	176.4786413675599	71.32356544550865
hsa-mir-424	22.0	733.0	733.0	168.65559859507354	68.16189500854999	X:hsa;hsa-mir-424,134546614,134546711,-	168.65559859507354	68.16189500854999
hsa-mir-574	27.0	727.0	727.0	167.275061635223	67.60395316673376	4:hsa;hsa-mir-574,38868032,38868127,+	167.275061635223	67.60395316673376
hsa-mir-15b	19.0	710.0	710.0	163.36354024897983	66.02311794825442	3:hsa;hsa-mir-15b,160404588,160404685,+	163.36354024897983	66.02311794825442
hsa-mir-378a	17.0	689.0	672.5	158.53166088950297	64.07032150189761	5:hsa;hsa-mir-378a,149732825,149732890,+	154.735184249914	62.53598143690296
hsa-mir-362	23.0	676.0	676.0	155.54049747649347	62.861447511295765	X:hsa;hsa-mir-362,50008964,50009028,+	155.54049747649347	62.861447511295765
hsa-mir-339	23.0	669.0	669.0	153.92987102333453	62.21051536251016	7:hsa;hsa-mir-339,1022933,1023026,-	153.92987102333453	62.21051536251016
hsa-mir-584	25.0	646.0	646.0	148.63781267724082	60.07173830221459	5:hsa;hsa-mir-584,149062313,149062409,-	148.63781267724082	60.07173830221459
hsa-mir-375	21.0	637.0	637.0	146.567007237465	59.23482553949024	2:hsa;hsa-mir-375,219001645,219001708,-	146.567007237465	59.23482553949024
hsa-mir-194-1	22.0	601.0	301.0	138.2837854783618	55.887174488592834	1:hsa;hsa-mir-194-1,220118157,220118241,-	69.25693748583511	27.9900823977811
hsa-mir-455	25.0	586.0	586.0	134.83244307873545	54.49231988405224	9:hsa;hsa-mir-455,114209434,114209529,+	134.83244307873545	54.49231988405224
hsa-mir-345	22.0	547.0	547.0	125.858952839707	50.865697912246716	14:hsa;hsa-mir-345,100307859,100307956,+	125.858952839707	50.865697912246716
hsa-mir-320b-2	24.0	522.0	178.25000000000003	120.10671550699644	48.54094023801241	1:hsa;hsa-mir-320b-2,224257040,224257110,-	41.01345218222628	16.57552221729064
hsa-mir-320b-1	22.0	519.0	176.75000000000003	119.41644702707117	48.26196931710429	1:hsa;hsa-mir-320b-1,116671746,116671817,+	40.66831794226365	16.43603675683658
hsa-mir-7-1	16.0	518.0	219.3333333333334	119.18635753376275	48.16897901013492	9:hsa;hsa-mir-7-1,83969748,83969857,-	50.46629553231397	20.395873995282358
hsa-mir-598	14.0	491.0	491.0	112.97394121443534	45.65824072196186	8:hsa;hsa-mir-598,11035206,11035302,-	112.97394121443534	45.65824072196186
hsa-mir-106b	26.0	486.0	486.0	111.82349374789324	45.193289187115	7:hsa;hsa-mir-106b,100093993,100094074,-	111.82349374789324	45.193289187115
hsa-mir-7-3	13.0	448.0	149.3333333333334	103.08009300217319	41.65965752227885	19:hsa;hsa-mir-7-3,4770670,4770779,+	34.36003100072441	13.88655250742629
hsa-mir-7-2	13.0	448.0	149.3333333333334	103.08009300217319	41.65965752227885	15:hsa;hsa-mir-7-2,88611825,88611934,+	34.36003100072441	13.88655250742629
hsa-mir-185	14.0	424.0	424.0	97.55794516277105	39.42789015501391	22:hsa;hsa-mir-185,20033139,20033220,+	97.55794516277105	39.42789015501391
hsa-mir-328	18.0	421.0	421.0	96.86767668284578	39.14891923410579	16:hsa;hsa-mir-328,67202321,67202395,-	96.86767668284578	39.14891923410579
hsa-mir-542	17.0	399.0	399.0	91.8057078300605	37.1031324807796	X:hsa;hsa-mir-542,134541341,134541437,-	91.8057078300605	37.1031324807796
hsa-mir-484	17.0	399.0	399.0	91.8057078300605	37.1031324807796	16:hsa;hsa-mir-484,15643294,15643372,+	91.8057078300605	37.1031324807796
hsa-mir-1843	13.0	398.0	384.4	91.57561833675207	37.01014217381023	1:hsa;hsa-mir-1843,175968370,175968479,-	88.44640122775752	35.74547399902676
hsa-mir-152	17.0	392.0	392.0	90.19508137690154	36.45220033199399	17:hsa;hsa-mir-152,48037161,48037247,-	90.19508137690154	36.45220033199399
hsa-mir-450b	12.0	386.0	386.0	88.81454441705101	35.894258490177755	X:hsa;hsa-mir-450b,134540185,134540262,-	88.81454441705101	35.894258490177755
hsa-mir-151b	13.0	368.0	204.0	84.6729335374994	34.220432964729056	14:hsa;hsa-mir-151b,100109419,100109514,-	46.93825663491815	18.970022621751976
hsa-mir-3613	10.0	367.0	367.0	84.44284404419098	34.12744265775968	13:hsa;hsa-mir-3613,49996415,49996501,-	84.44284404419098	34.12744265775968
hsa-mir-1260a	5.0	360.0	360.0	82.83221759103202	33.47651050897407	14:hsa;hsa-mir-1260a,77266218,77266290,+	82.83221759103202	33.47651050897407
hsa-mir-1180	14.0	351.0	351.0	80.76141215125622	32.63959774624972	17:hsa;hsa-mir-1180,19344506,19344574,-	80.76141215125622	32.63959774624972
hsa-mir-143	11.0	348.0	348.0	80.07114367133096	32.360626825341605	5:hsa;hsa-mir-143,149428918,149429023,+	80.07114367133096	32.360626825341605
hsa-mir-32	14.0	333.0	333.0	76.61980127170463	30.965772220801018	9:hsa;hsa-mir-32,109046229,109046298,-	76.61980127170463	30.965772220801018
hsa-mir-135a-2	11.0	328.0	182.66666666666666	75.46935380516251	30.500820685954157	12:hsa;hsa-mir-135a-2,97563812,97563911,+	42.02968077767181	16.986229406405364
hsa-mir-2110	12.0	309.0	309.0	71.0976534323025	28.73400485353608	10:hsa;hsa-mir-2110,114174105,114174179,-	71.0976534323025	28.73400485353608
hsa-mir-1301	15.0	302.0	302.0	69.48702697914354	28.083072704750474	2:hsa;hsa-mir-1301,25328640,25328721,-	69.48702697914354	28.083072704750474
hsa-mir-877	14.0	300.0	300.0	69.02684799252668	27.89709209081173	6:hsa;hsa-mir-877,30584332,30584417,+	69.02684799252668	27.89709209081173
hsa-mir-106a	11.0	297.0	271.3333333333333	68.33657951260142	27.618121169903613	X:hsa;hsa-mir-106a,134170198,134170278,-	62.43094918435191	25.23136995768972
hsa-mir-135a-1	9.0	290.0	144.66666666666666	66.72595305944246	26.967189021118006	3:hsa;hsa-mir-135a-1,52294219,52294308,-	33.286280031951755	13.45259774156921
hsa-mir-149	9.0	282.0	282.0	64.88523711297509	26.223266565363026	2:hsa;hsa-mir-149,240456001,240456089,+	64.88523711297509	26.223266565363026
hsa-mir-324	12.0	275.0	275.0	63.27461065981613	25.57233441657742	17:hsa;hsa-mir-324,7223297,7223379,-	63.27461065981613	25.57233441657742
hsa-mir-1307	10.0	253.0	253.0	58.21264180703084	23.526547663251225	10:hsa;hsa-mir-1307,103394253,103394401,-	58.21264180703084	23.526547663251225
hsa-mir-365a	10.0	250.0	156.0	57.522373327105576	23.247576742343107	16:hsa;hsa-mir-365a,14309285,14309371,+	35.89396095611388	14.506487887222098
hsa-mir-421	13.0	248.0	248.0	57.06219434048873	23.061596128404364	X:hsa;hsa-mir-421,74218377,74218461,-	57.06219434048873	23.061596128404364
hsa-mir-126	10.0	245.0	245.0	56.371925860563465	22.782625207496245	9:hsa;hsa-mir-126,136670602,136670686,+	56.371925860563465	22.782625207496245
hsa-mir-320c-2	9.0	242.0	59.75000000000001	55.68165738063819	22.503654286588127	18:hsa;hsa-mir-320c-2,24321675,24321746,+	13.747847225178234	5.556170841420004
hsa-mir-625	8.0	232.0	232.0	53.38076244755397	21.573751216894404	14:hsa;hsa-mir-625,65471102,65471186,+	53.38076244755397	21.573751216894404
hsa-mir-130b	10.0	223.0	223.0	51.30995700777817	20.73683845417005	22:hsa;hsa-mir-130b,21653304,21653385,+	51.30995700777817	20.73683845417005
hsa-mir-15a	8.0	213.0	213.0	49.00906207469395	19.80693538447633	13:hsa;hsa-mir-15a,50049119,50049201,-	49.00906207469395	19.80693538447633
hsa-mir-20a	7.0	211.0	210.33333333333334	48.548883088077105	19.620954770537583	13:hsa;hsa-mir-20a,91351065,91351135,+	48.39549009253816	19.558961232558
hsa-mir-500b	13.0	210.0	113.0	48.318793594768685	19.52796446356821	X:hsa;hsa-mir-500b,50010672,50010750,+	26.00011274385172	10.507904687539085
hsa-mir-320c-1	6.0	206.0	47.75000000000001	47.39843562153499	19.156003235690722	18:hsa;hsa-mir-320c-1,21683518,21683589,+	10.986773305477167	4.440287157787534
hsa-mir-195	11.0	196.0	196.0	45.09754068845077	18.226100165996996	17:hsa;hsa-mir-195,7017615,7017701,-	45.09754068845077	18.226100165996996
hsa-mir-331	5.0	193.0	193.0	44.407272208525505	17.947129245088878	12:hsa;hsa-mir-331,95308420,95308513,+	44.407272208525505	17.947129245088878
hsa-mir-365b	6.0	188.0	94.0	43.256824741983394	17.482177710242016	17:hsa;hsa-mir-365b,31575411,31575521,+	21.628412370991697	8.741088855121008
hsa-mir-181d	8.0	186.0	184.66666666666669	42.79664575536655	17.29619709630327	19:hsa;hsa-mir-181d,13874875,13875011,+	42.48985976428865	17.17221002034411
hsa-mir-744	9.0	181.0	181.0	41.646198288824436	16.83124556145641	17:hsa;hsa-mir-744,12081899,12081996,+	41.646198288824436	16.83124556145641
hsa-mir-3173	9.0	175.0	175.0	40.2656613289739	16.273303719640175	14:hsa;hsa-mir-3173,95137919,95137986,-	40.2656613289739	16.273303719640175
