gene	32160475_EXO_S26	32161242_EXO_S7	32160187_EXO_S9	32160696_EXO_S3	32151244_EXO_S30	180626-180628-190531_Brain_S32	32161406_EXO_S4	32160790_EXO_S27	32152197_EXO_S12	32150184_EXO_S18	32161462_EXO_S13	32151184_EXO_S8	32151974_EXO_S24	32160074_EXO_S17	32151031_EXO_S19	32151484_EXO_S11	32151694_EXO_S10	32160668_EXO_S16	32152356_EXO_S21	32151971_EXO_S23	32160196_EXO_S22	32151750_EXO_S14	32150887_EXO_S28	32150225_EXO_S2	32152444_EXO_S25	32140237_EXO_S31	32150168_EXO_S6	32152194_EXO_S15	32151686_EXO_S20	32161248_EXO_S29	32161349_EXO_S5	32150855_EXO_S1
hsa-miR-6855-5p	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-361-3p	750.0	478.0	797.0	278.0	2224.0	3615.0	704.0	499.0	839.0	504.0	96.0	268.0	6867.0	0.0	455.0	1165.0	978.0	2071.0	476.0	731.0	335.0	865.0	4273.0	1359.0	108.0	131.0	1268.0	1483.0	2907.0	887.0	97.0	67.0
hsa-miR-3622a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	0.0	0.0
hsa-miR-484	468.0	271.0	358.0	371.0	1784.0	1784.0	121.0	869.0	262.0	154.0	304.0	1.0	2971.0	243.0	683.0	691.0	999.0	2018.0	788.0	320.0	255.0	958.0	3564.0	882.0	329.0	104.0	984.0	1977.0	2934.0	869.0	60.0	0.0
hsa-miR-30b-3p	0.0	155.0	0.0	0.0	124.0	178.0	90.0	0.0	35.0	27.0	0.0	0.0	212.0	0.0	0.0	192.0	13.0	184.0	0.0	0.0	56.0	161.0	507.0	0.0	0.0	0.0	278.0	85.0	399.0	155.0	0.0	0.0
hsa-miR-1301-3p	171.0	186.0	29.0	278.0	998.0	4215.0	337.0	71.0	429.0	38.0	134.0	2.0	8919.0	0.0	546.0	557.0	333.0	637.0	338.0	43.0	187.0	85.0	2088.0	236.0	203.0	138.0	325.0	455.0	1437.0	378.0	4.0	0.0
hsa-miR-8485	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	0.0	0.0	0.0	0.0
hsa-miR-3923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
hsa-miR-629-5p	0.0	237.0	0.0	13.0	212.0	162.0	0.0	50.0	0.0	0.0	0.0	0.0	550.0	0.0	0.0	93.0	332.0	763.0	43.0	0.0	90.0	0.0	762.0	280.0	0.0	0.0	10.0	213.0	374.0	138.0	8.0	0.0
hsa-miR-5006-3p	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1298-3p	0.0	1.0	0.0	0.0	1.0	201.0	0.0	0.0	0.0	1.0	0.0	0.0	395.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-493-3p	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4520-2-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-218-2-3p	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3190-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-122-5p	0.0	0.0	0.0	0.0	130.0	106.0	0.0	0.0	0.0	0.0	0.0	1.0	259.0	0.0	77.0	0.0	0.0	41.0	76.0	63.0	4.0	0.0	109.0	39.0	0.0	0.0	0.0	82.0	31.0	0.0	0.0	1.0
hsa-miR-6769b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-3919	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-582-3p	0.0	32.0	0.0	0.0	34.0	186.0	0.0	61.0	0.0	0.0	270.0	0.0	298.0	0.0	0.0	11.0	0.0	118.0	0.0	0.0	24.0	0.0	103.0	0.0	0.0	0.0	35.0	24.0	15.0	0.0	0.0	168.0
hsa-miR-3918	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3916	0.0	99.0	0.0	0.0	0.0	9.0	0.0	56.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	128.0	0.0	2.0	0.0	67.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6812-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-642a-5p	0.0	95.0	0.0	0.0	12.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	80.0	0.0	0.0	0.0	84.0	0.0	57.0	0.0	0.0	0.0
hsa-miR-6766-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-211-5p	312.5	11.0	2.0	83.5	137.5	79.0	3.0	7.5	64.0	92.0	1.5	0.0	70.0	163.5	21.0	9.5	173.5	191.5	8.5	171.0	76.0	8.0	271.5	151.0	50.5	2.0	78.5	324.0	94.0	48.5	0.0	79.5
hsa-miR-4724-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3059-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	1.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6803-5p	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	74.0	32.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	66.0	0.0	0.0	0.0	0.5	0.0
hsa-miR-3912-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
hsa-miR-671-3p	0.0	0.0	37.0	0.0	121.0	273.0	0.0	116.0	150.0	15.0	0.0	0.0	675.0	0.0	0.0	0.0	41.0	31.0	25.0	0.0	21.0	0.0	377.0	0.0	0.0	0.0	177.0	163.0	105.0	0.0	0.0	73.0
hsa-miR-92b-5p	356.0	97.0	215.0	0.0	372.0	94.0	0.0	14.0	108.0	0.0	0.0	0.0	470.0	26.0	196.0	57.0	68.0	698.0	81.0	1.0	62.0	97.0	508.0	533.0	0.0	239.0	88.0	40.0	200.0	146.0	0.0	0.0
hsa-miR-6757-5p	0.0	294.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	108.0	0.0	0.0	0.0	375.0	2.0
hsa-miR-107	86.67	475.0	65.33	204.67	1002.33	2895.0	88.67	88.33	294.67	8.67	4.0	2.33	4967.08	167.33	535.0	468.33	274.33	1226.67	607.0	10.33	147.67	777.0	2486.33	351.67	24.0	2.33	410.0	438.67	1370.33	681.0	0.0	5.67
hsa-miR-4776-3p	0.0	49.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6855-3p	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-24-2-5p	0.0	108.0	0.0	0.0	123.0	126.0	0.0	0.0	77.0	0.0	1.0	0.0	145.0	0.0	8.0	0.0	0.0	47.0	1.0	0.0	52.0	0.0	425.0	0.0	0.0	0.0	86.0	121.0	354.0	158.0	156.0	0.0
hsa-miR-5589-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6846-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0
hsa-let-7b-5p	201395.0	296497.25	148132.25	95535.95	745209.93	213589.6	276004.0	208003.0	128963.15	198138.79	53495.75	38430.85	398430.8	36145.75	233689.52	305418.22	547943.55	537775.23	238491.83	169880.15	123667.0	177628.1	1302077.57	393213.97	34017.5	127410.63	400029.98	726675.05	676755.75	281420.19	10765.0	115901.0
hsa-miR-3909	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	42.0	0.0	189.0	0.0	64.0	0.0	31.0	0.0	150.0	0.0	0.0	0.0	0.0	26.0	53.0	0.0	0.0	0.0
hsa-miR-3908	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	114.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	120.0	0.0	0.0	0.0	0.0
hsa-miR-939-5p	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	102.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	14.0	1.0	0.0	17.0	0.0	0.0	34.0	0.0	0.0	152.0	0.0	0.0	8.0	0.0	0.5	0.0
hsa-miR-7161-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
hsa-miR-1273h-5p	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6889-5p	0.0	148.0	0.0	0.0	0.0	7.0	119.0	0.0	38.0	101.0	1.0	0.0	9.0	0.0	50.0	0.0	1.0	157.0	0.0	78.0	2.0	87.0	0.0	0.0	131.0	0.0	21.0	24.0	0.0	3.0	0.0	0.0
hsa-miR-629-3p	0.0	0.0	80.0	0.0	26.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	27.0	0.0	0.0
hsa-miR-10399-5p	0.0	0.0	0.0	0.0	107.0	0.0	0.0	89.0	35.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	84.0	14.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7152-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-664b-5p	0.0	0.0	0.0	0.0	33.0	16.0	42.0	0.0	0.0	0.0	237.0	0.0	74.0	0.0	21.0	29.0	0.0	34.0	101.0	0.0	2.0	0.0	158.0	116.0	19.0	0.0	77.0	0.0	27.0	0.0	0.0	0.0
hsa-miR-432-5p	0.0	0.0	1.0	341.0	54.0	6681.0	0.0	46.0	0.0	1.0	0.0	0.0	12636.0	0.0	0.0	0.0	163.0	219.0	3.0	47.0	4.0	0.0	172.0	0.0	0.0	70.0	148.0	1.0	168.0	0.0	0.0	0.0
hsa-miR-1237-5p	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3688-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0
hsa-miR-6790-5p	0.0	0.0	0.0	1.0	0.0	22.0	0.0	0.0	0.0	1.0	0.0	133.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7846-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
hsa-miR-135b-5p	1129.67	172.0	236.0	515.0	4369.67	283.67	244.0	1779.33	765.67	1370.33	295.0	213.33	506.67	43.0	2581.67	2055.33	1571.0	2115.0	1112.33	701.0	670.67	225.0	8609.0	3659.33	0.0	149.0	2963.0	2923.67	7200.67	1024.67	259.0	436.0
hsa-miR-518b	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3679-5p	0.0	123.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-19a-3p	0.33	0.0	8.0	0.33	329.67	36.33	0.0	0.0	62.0	211.0	0.0	0.0	89.33	0.0	21.0	0.33	81.33	351.0	28.0	0.0	39.0	0.0	211.33	0.0	0.0	22.0	1.0	103.0	129.33	0.0	0.0	0.0
hsa-miR-302d-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-642a-3p	70.0	50.0	0.0	0.0	92.0	73.5	0.0	50.0	0.0	0.0	0.0	0.0	111.0	0.0	0.0	21.0	45.0	156.5	0.0	0.0	2.0	0.0	313.0	237.0	0.0	0.0	11.0	49.0	24.0	0.0	0.0	0.0
hsa-miR-5194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	135.0	0.0	0.0
hsa-miR-211-3p	0.0	0.0	0.0	0.0	0.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-18b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
hsa-miR-5193	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
hsa-miR-520a-3p	0.0	281.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5191	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0
hsa-miR-5190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6803-3p	0.0	0.0	0.0	367.0	30.0	23.0	33.0	2.0	44.0	78.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	92.0	8.0	0.0	7.0	176.0	45.0	0.0	0.0	0.0	29.0	27.0	73.0	0.0	0.0	0.0
hsa-miR-3912-3p	0.0	0.0	0.0	0.0	0.0	60.0	0.0	62.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	88.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-92b-3p	4162.0	4949.0	1977.0	2037.0	16288.67	29539.67	3998.0	4812.0	2001.0	4505.0	147.0	458.0	56058.0	597.0	4856.0	5003.33	6981.0	11710.33	5539.0	2668.33	2991.67	3757.33	25075.0	10948.67	846.33	2174.0	6437.33	7671.67	12625.17	8282.0	415.0	737.0
hsa-miR-448	0.0	0.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	0.0	0.0	0.0	215.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6748-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-27a-5p	0.0	0.0	0.0	0.0	156.0	24.0	0.0	131.0	38.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	878.0	0.0	0.0	11.0	101.0	169.0	0.0	0.0	0.0	47.0	28.0	213.0	0.0	0.0	0.0
hsa-miR-9899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	0.0
hsa-miR-9898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
hsa-miR-1912-5p	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-653-5p	543.0	1.0	88.0	0.0	307.0	54.0	1.0	63.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	167.0	135.0	56.0	11.0	0.0	49.0	306.0	693.0	43.0	0.0	6.0	48.0	193.0	328.0	97.0	0.0	0.0
