name	unique reads 181023-190319_Brain_S29	181023-190319_Brain_S29	read count (mult. map. adj.)	181023-190319_Brain_S29181023-190319_Brain_S29(lib)	RPM (total)	coordinateString 181023-190319_Brain_S29	181023-190319_Brain_S29 (lib)	RPM_adj (total)
ENST00000384567.1-ENSG00000207297.1:snoRNA	3.0	180.0	180.0	14104.372355430183	6.675716713290985	17:hsa;ENST00000384567.1-ENSG00000207297.1:snoRNA,35573657,35573716,+	14104.372355430183	6.675716713290985
ENST00000365530.1-ENSG00000202400.1:snoRNA	7.0	173.0	173.0	13555.868986052343	6.416105507774113	2:hsa;ENST00000365530.1-ENSG00000202400.1:snoRNA,231460381,231460440,-	13555.868986052343	6.416105507774113
ENST00000363548.1-ENSG00000200418.1:snoRNA	6.0	172.0	136.5	13477.511361855508	6.379018192700274	3:hsa;ENST00000363548.1-ENSG00000200418.1:snoRNA,186786323,186786382,+	10695.815702867889	5.062418507578997
ENST00000458797.1-ENSG00000238741.1:scaRNA	6.0	160.0	160.0	12537.219871493495	5.933970411814209	3:hsa;ENST00000458797.1-ENSG00000238741.1:scaRNA,160515177,160515236,-	12537.219871493495	5.933970411814209
ENST00000365037.1-ENSG00000201907.1:snoRNA	13.0	157.0	140.25	12302.146998902992	5.822708466592692	15:hsa;ENST00000365037.1-ENSG00000201907.1:snoRNA,25239838,25239897,+	10989.656793606016	5.201495939105892
ENST00000363450.1-ENSG00000200320.1:snoRNA	7.0	156.0	78.0	12223.789374706159	5.785621151518853	3:hsa;ENST00000363450.1-ENSG00000200320.1:snoRNA,186787300,186787359,+	6111.8946873530795	2.8928105757594267
ENST00000384549.1-ENSG00000207279.1:snoRNA	3.0	155.0	155.0	12145.431750509324	5.748533836445015	15:hsa;ENST00000384549.1-ENSG00000207279.1:snoRNA,25094037,25094096,+	12145.431750509324	5.748533836445015
ENST00000517097.1-ENSG00000252906.1:scaRNA	5.0	150.0	150.0	11753.643629525151	5.5630972610758205	1:hsa;ENST00000517097.1-ENSG00000252906.1:scaRNA,175968481,175968540,-	11753.643629525151	5.5630972610758205
ENST00000384262.1-ENSG00000206989.1:snoRNA	4.0	144.0	144.0	11283.497884344146	5.340573370632788	5:hsa;ENST00000384262.1-ENSG00000206989.1:snoRNA,138561051,138561110,-	11283.497884344146	5.340573370632788
ENST00000364273.1-ENSG00000201143.1:snoRNA	6.0	143.0	33.00144927536232	11205.140260147311	5.303486055558949	15:hsa;ENST00000364273.1-ENSG00000201143.1:snoRNA,25247345,25247404,+	2585.9151602697316	1.2239351471686717
ENST00000459187.1-ENSG00000238622.1:snoRNA	7.0	140.0	140.0	10970.067387556808	5.192224110337433	11:hsa;ENST00000459187.1-ENSG00000238622.1:snoRNA,10801549,10801608,-	10970.067387556808	5.192224110337433
ENST00000363694.1-ENSG00000200564.1:snoRNA	4.0	137.0	137.0	10734.994514966305	5.080962165115916	15:hsa;ENST00000363694.1-ENSG00000200564.1:snoRNA,25241746,25241805,+	10734.994514966305	5.080962165115916
ENST00000384533.1-ENSG00000207263.1:snoRNA	7.0	135.0	135.0	10578.279266572637	5.006787534968239	15:hsa;ENST00000384533.1-ENSG00000207263.1:snoRNA,25082768,25082827,+	10578.279266572637	5.006787534968239
ENST00000458961.1-ENSG00000239169.1:snoRNA	5.0	117.0	29.25	9167.842031029619	4.33921586363914	15:hsa;ENST00000458961.1-ENSG00000239169.1:snoRNA,25041974,25042033,+	2291.9605077574047	1.084803965909785
ENST00000459128.1-ENSG00000274640.1:snoRNA	5.0	117.0	29.25	9167.842031029619	4.33921586363914	15:hsa;ENST00000459128.1-ENSG00000274640.1:snoRNA,25041974,25042033,+	2291.9605077574047	1.084803965909785
ENST00000458961.1-ENSG00000239169.1:snoRNA	5.0	117.0	29.25	9167.842031029619	4.33921586363914	15:hsa;ENST00000458961.1-ENSG00000239169.1:snoRNA,25278343,25278402,+	2291.9605077574047	1.084803965909785
ENST00000459128.1-ENSG00000274640.1:snoRNA	5.0	117.0	29.25	9167.842031029619	4.33921586363914	15:hsa;ENST00000459128.1-ENSG00000274640.1:snoRNA,25278343,25278402,+	2291.9605077574047	1.084803965909785
ENST00000459135.1-ENSG00000238959.1:snRNA	6.0	117.0	58.5	9167.842031029619	4.33921586363914	3:hsa;ENST00000459135.1-ENSG00000238959.1:snRNA,73027808,73027867,+	4583.921015514809	2.16960793181957
ENST00000363090.1-ENSG00000199960.1:snoRNA	8.0	117.0	117.0	9167.842031029619	4.33921586363914	15:hsa;ENST00000363090.1-ENSG00000199960.1:snoRNA,25194921,25194980,+	9167.842031029619	4.33921586363914
ENST00000384000.1-ENSG00000206727.1:snoRNA	3.0	108.0	6.75	8462.62341325811	4.005430027974591	15:hsa;ENST00000384000.1-ENSG00000206727.1:snoRNA,25067788,25067847,+	528.9139633286319	0.25033937674841195
ENST00000384287.1-ENSG00000207014.1:snoRNA	3.0	108.0	6.75	8462.62341325811	4.005430027974591	15:hsa;ENST00000384287.1-ENSG00000207014.1:snoRNA,25062333,25062392,+	528.9139633286319	0.25033937674841195
ENST00000384000.1-ENSG00000206727.1:snoRNA	3.0	108.0	6.75	8462.62341325811	4.005430027974591	15:hsa;ENST00000384000.1-ENSG00000206727.1:snoRNA,25062333,25062392,+	528.9139633286319	0.25033937674841195
ENST00000384404.1-ENSG00000207133.1:snoRNA	3.0	108.0	6.75	8462.62341325811	4.005430027974591	15:hsa;ENST00000384404.1-ENSG00000207133.1:snoRNA,25073107,25073166,+	528.9139633286319	0.25033937674841195
ENST00000384462.1-ENSG00000207191.1:snoRNA	3.0	108.0	6.75	8462.62341325811	4.005430027974591	15:hsa;ENST00000384462.1-ENSG00000207191.1:snoRNA,25062333,25062392,+	528.9139633286319	0.25033937674841195
ENST00000384287.1-ENSG00000207014.1:snoRNA	3.0	108.0	6.75	8462.62341325811	4.005430027974591	15:hsa;ENST00000384287.1-ENSG00000207014.1:snoRNA,25056860,25056919,+	528.9139633286319	0.25033937674841195
ENST00000384000.1-ENSG00000206727.1:snoRNA	3.0	108.0	6.75	8462.62341325811	4.005430027974591	15:hsa;ENST00000384000.1-ENSG00000206727.1:snoRNA,25056860,25056919,+	528.9139633286319	0.25033937674841195
ENST00000384462.1-ENSG00000207191.1:snoRNA	3.0	108.0	6.75	8462.62341325811	4.005430027974591	15:hsa;ENST00000384462.1-ENSG00000207191.1:snoRNA,25056860,25056919,+	528.9139633286319	0.25033937674841195
ENST00000384000.1-ENSG00000206727.1:snoRNA	3.0	108.0	6.75	8462.62341325811	4.005430027974591	15:hsa;ENST00000384000.1-ENSG00000206727.1:snoRNA,25073107,25073166,+	528.9139633286319	0.25033937674841195
ENST00000384404.1-ENSG00000207133.1:snoRNA	3.0	108.0	6.75	8462.62341325811	4.005430027974591	15:hsa;ENST00000384404.1-ENSG00000207133.1:snoRNA,25062333,25062392,+	528.9139633286319	0.25033937674841195
ENST00000384287.1-ENSG00000207014.1:snoRNA	3.0	108.0	6.75	8462.62341325811	4.005430027974591	15:hsa;ENST00000384287.1-ENSG00000207014.1:snoRNA,25073107,25073166,+	528.9139633286319	0.25033937674841195
ENST00000384462.1-ENSG00000207191.1:snoRNA	3.0	108.0	6.75	8462.62341325811	4.005430027974591	15:hsa;ENST00000384462.1-ENSG00000207191.1:snoRNA,25067788,25067847,+	528.9139633286319	0.25033937674841195
ENST00000384404.1-ENSG00000207133.1:snoRNA	3.0	108.0	6.75	8462.62341325811	4.005430027974591	15:hsa;ENST00000384404.1-ENSG00000207133.1:snoRNA,25067788,25067847,+	528.9139633286319	0.25033937674841195
ENST00000384404.1-ENSG00000207133.1:snoRNA	3.0	108.0	6.75	8462.62341325811	4.005430027974591	15:hsa;ENST00000384404.1-ENSG00000207133.1:snoRNA,25056860,25056919,+	528.9139633286319	0.25033937674841195
ENST00000384462.1-ENSG00000207191.1:snoRNA	3.0	108.0	6.75	8462.62341325811	4.005430027974591	15:hsa;ENST00000384462.1-ENSG00000207191.1:snoRNA,25073107,25073166,+	528.9139633286319	0.25033937674841195
ENST00000384287.1-ENSG00000207014.1:snoRNA	3.0	108.0	6.75	8462.62341325811	4.005430027974591	15:hsa;ENST00000384287.1-ENSG00000207014.1:snoRNA,25067788,25067847,+	528.9139633286319	0.25033937674841195
ENST00000606510.1-ENSG00000272460.1:snoRNA	5.0	107.0	74.93478260869566	8384.265789061275	3.968342712900752	15:hsa;ENST00000606510.1-ENSG00000272460.1:snoRNA,25243614,25243673,+	5871.711534923652	2.7791298925983123
ENST00000384390.1-ENSG00000207118.1:snoRNA	5.0	103.0	103.0	8070.835292273938	3.819993452605397	11:hsa;ENST00000384390.1-ENSG00000207118.1:snoRNA,123058936,123058995,-	8070.835292273938	3.819993452605397
ENST00000383903.1-ENSG00000206630.1:snoRNA	5.0	101.0	93.0	7914.120043880269	3.745818822457719	16:hsa;ENST00000383903.1-ENSG00000206630.1:snoRNA,2155046,2155105,-	7287.259050305594	3.449120301867009
ENST00000386683.1-ENSG00000276610.1:snoRNA	4.0	98.0	98.0	7679.047171289766	3.6345568772362027	15:hsa;ENST00000386683.1-ENSG00000276610.1:snoRNA,24985100,24985159,+	7679.047171289766	3.6345568772362027
ENST00000384529.1-ENSG00000278715.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000384529.1-ENSG00000278715.1:snoRNA,25080142,25080201,+	292.33421334972815	0.1383642139293217
ENST00000383929.1-ENSG00000206656.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000383929.1-ENSG00000206656.1:snoRNA,25086527,25086586,+	292.33421334972815	0.1383642139293217
ENST00000384729.1-ENSG00000207460.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000384729.1-ENSG00000207460.1:snoRNA,25086527,25086586,+	292.33421334972815	0.1383642139293217
ENST00000384729.1-ENSG00000207460.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000384729.1-ENSG00000207460.1:snoRNA,25083588,25083647,+	292.33421334972815	0.1383642139293217
ENST00000384529.1-ENSG00000278715.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000384529.1-ENSG00000278715.1:snoRNA,25086527,25086586,+	292.33421334972815	0.1383642139293217
ENST00000383894.1-ENSG00000206621.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000383894.1-ENSG00000206621.1:snoRNA,25080142,25080201,+	292.33421334972815	0.1383642139293217
ENST00000384445.1-ENSG00000207174.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000384445.1-ENSG00000207174.1:snoRNA,25086527,25086586,+	292.33421334972815	0.1383642139293217
ENST00000384445.1-ENSG00000207174.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000384445.1-ENSG00000207174.1:snoRNA,25083588,25083647,+	292.33421334972815	0.1383642139293217
ENST00000383929.1-ENSG00000206656.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000383929.1-ENSG00000206656.1:snoRNA,25087662,25087721,+	292.33421334972815	0.1383642139293217
ENST00000384729.1-ENSG00000207460.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000384729.1-ENSG00000207460.1:snoRNA,25081287,25081346,+	292.33421334972815	0.1383642139293217
ENST00000383929.1-ENSG00000206656.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000383929.1-ENSG00000206656.1:snoRNA,25080142,25080201,+	292.33421334972815	0.1383642139293217
ENST00000383894.1-ENSG00000206621.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000383894.1-ENSG00000206621.1:snoRNA,25083588,25083647,+	292.33421334972815	0.1383642139293217
ENST00000384729.1-ENSG00000207460.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000384729.1-ENSG00000207460.1:snoRNA,25087662,25087721,+	292.33421334972815	0.1383642139293217
ENST00000384445.1-ENSG00000207174.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000384445.1-ENSG00000207174.1:snoRNA,25080142,25080201,+	292.33421334972815	0.1383642139293217
ENST00000384445.1-ENSG00000207174.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000384445.1-ENSG00000207174.1:snoRNA,25087662,25087721,+	292.33421334972815	0.1383642139293217
ENST00000383894.1-ENSG00000206621.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000383894.1-ENSG00000206621.1:snoRNA,25081287,25081346,+	292.33421334972815	0.1383642139293217
ENST00000384445.1-ENSG00000207174.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000384445.1-ENSG00000207174.1:snoRNA,25081287,25081346,+	292.33421334972815	0.1383642139293217
ENST00000384529.1-ENSG00000278715.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000384529.1-ENSG00000278715.1:snoRNA,25087662,25087721,+	292.33421334972815	0.1383642139293217
ENST00000383929.1-ENSG00000206656.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000383929.1-ENSG00000206656.1:snoRNA,25081287,25081346,+	292.33421334972815	0.1383642139293217
ENST00000383894.1-ENSG00000206621.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000383894.1-ENSG00000206621.1:snoRNA,25087662,25087721,+	292.33421334972815	0.1383642139293217
ENST00000384529.1-ENSG00000278715.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000384529.1-ENSG00000278715.1:snoRNA,25083588,25083647,+	292.33421334972815	0.1383642139293217
ENST00000384729.1-ENSG00000207460.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000384729.1-ENSG00000207460.1:snoRNA,25080142,25080201,+	292.33421334972815	0.1383642139293217
ENST00000384529.1-ENSG00000278715.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000384529.1-ENSG00000278715.1:snoRNA,25081287,25081346,+	292.33421334972815	0.1383642139293217
ENST00000383929.1-ENSG00000206656.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000383929.1-ENSG00000206656.1:snoRNA,25083588,25083647,+	292.33421334972815	0.1383642139293217
ENST00000383894.1-ENSG00000206621.1:snoRNA	5.0	94.0	3.730769230769231	7365.616674502428	3.4862076169408476	15:hsa;ENST00000383894.1-ENSG00000206621.1:snoRNA,25086527,25086586,+	292.33421334972815	0.1383642139293217
ENST00000363942.1-ENSG00000200812.1:snoRNA	4.0	92.0	30.666666666666664	7208.90142610876	3.41203298679317	15:hsa;ENST00000363942.1-ENSG00000200812.1:snoRNA,25180497,25180556,+	2402.9671420362533	1.1373443289310565
ENST00000365493.1-ENSG00000202363.1:snoRNA	3.0	92.0	92.0	7208.90142610876	3.41203298679317	3:hsa;ENST00000365493.1-ENSG00000202363.1:snoRNA,39411054,39411113,+	7208.90142610876	3.41203298679317
ENST00000363856.1-ENSG00000200726.1:snoRNA	10.0	90.0	73.75	7052.186177715092	3.3378583566454925	15:hsa;ENST00000363856.1-ENSG00000200726.1:snoRNA,25184306,25184365,+	5778.8747845165335	2.735189486695612
ENST00000391286.1-ENSG00000212588.1:snoRNA	5.0	86.0	86.0	6738.755680927754	3.189509096350137	4:hsa;ENST00000391286.1-ENSG00000212588.1:snoRNA,52713249,52713308,+	6738.755680927754	3.189509096350137
ENST00000364578.1-ENSG00000201448.1:snoRNA	5.0	85.0	42.5	6660.39805673092	3.1524217812762982	1:hsa;ENST00000364578.1-ENSG00000201448.1:snoRNA,36418519,36418578,-	3330.19902836546	1.5762108906381491
ENST00000384274.1-ENSG00000207001.1:snoRNA	7.0	79.0	79.0	6190.252311549913	2.9298978908332654	15:hsa;ENST00000384274.1-ENSG00000207001.1:snoRNA,25054210,25054269,+	6190.252311549913	2.9298978908332654
ENST00000365178.1-ENSG00000202048.1:snoRNA	3.0	77.0	49.25	6033.537063156245	2.855723260685588	14:hsa;ENST00000365178.1-ENSG00000202048.1:snoRNA,100981004,100981063,+	3859.1129916940918	1.826550267386561
ENST00000386745.1-ENSG00000209480.1:snoRNA	9.0	75.0	75.0	5876.821814762576	2.7815486305379102	22:hsa;ENST00000386745.1-ENSG00000209480.1:snoRNA,39313852,39313911,-	5876.821814762576	2.7815486305379102
ENST00000363610.1-ENSG00000200480.1:snoRNA	4.0	72.0	36.0	5641.748942172073	2.670286685316394	14:hsa;ENST00000363610.1-ENSG00000200480.1:snoRNA,100989130,100989189,+	2820.8744710860365	1.335143342658197
ENST00000579069.1-ENSG00000265156.1:snoRNA	4.0	72.0	14.399999999999999	5641.748942172073	2.670286685316394	6:hsa;ENST00000579069.1-ENSG00000265156.1:snoRNA,31837076,31837135,+	1128.3497884344144	0.5340573370632787
ENST00000583541.1-ENSG00000263362.1:snoRNA	4.0	72.0	14.399999999999999	5641.748942172073	2.670286685316394	6:hsa;ENST00000583541.1-ENSG00000263362.1:snoRNA,31837076,31837135,+	1128.3497884344144	0.5340573370632787
ENST00000384550.1-ENSG00000207280.1:snoRNA	4.0	72.0	72.0	5641.748942172073	2.670286685316394	2:hsa;ENST00000384550.1-ENSG00000207280.1:snoRNA,231456464,231456523,-	5641.748942172073	2.670286685316394
ENST00000583619.1-ENSG00000266300.1:snoRNA	4.0	72.0	14.399999999999999	5641.748942172073	2.670286685316394	6:hsa;ENST00000583619.1-ENSG00000266300.1:snoRNA,31837076,31837135,+	1128.3497884344144	0.5340573370632787
ENST00000364370.1-ENSG00000201240.1:snoRNA	4.0	72.0	36.0	5641.748942172073	2.670286685316394	14:hsa;ENST00000364370.1-ENSG00000201240.1:snoRNA,100966029,100966088,+	2820.8744710860365	1.335143342658197
ENST00000364884.1-ENSG00000201754.1:snoRNA	4.0	72.0	14.399999999999999	5641.748942172073	2.670286685316394	6:hsa;ENST00000364884.1-ENSG00000201754.1:snoRNA,31837076,31837135,+	1128.3497884344144	0.5340573370632787
ENST00000363358.1-ENSG00000273835.1:snoRNA	5.0	72.0	14.434782608695652	5641.748942172073	2.670286685316394	15:hsa;ENST00000363358.1-ENSG00000273835.1:snoRNA,25193321,25193380,+	1131.0752710151742	0.5353473306310644
ENST00000582902.1-ENSG00000265707.1:snoRNA	4.0	72.0	14.399999999999999	5641.748942172073	2.670286685316394	6:hsa;ENST00000582902.1-ENSG00000265707.1:snoRNA,31837076,31837135,+	1128.3497884344144	0.5340573370632787
ENST00000384516.1-ENSG00000207245.1:snoRNA	3.0	70.0	69.25	5485.033693778404	2.5961120551687165	15:hsa;ENST00000384516.1-ENSG00000207245.1:snoRNA,25106521,25106580,+	5426.265475630778	2.568296568863337
ENST00000408061.1-ENSG00000220988.1:snoRNA	4.0	66.0	66.0	5171.603196991067	2.447762794873361	19:hsa;ENST00000408061.1-ENSG00000220988.1:snoRNA,50802359,50802418,-	5171.603196991067	2.447762794873361
ENST00000606577.1-ENSG00000272296.1:snoRNA	2.0	66.0	66.0	5171.603196991067	2.447762794873361	5:hsa;ENST00000606577.1-ENSG00000272296.1:snoRNA,181241833,181241892,-	5171.603196991067	2.447762794873361
ENST00000364009.1-ENSG00000200879.1:snoRNA	1.0	62.0	62.0	4858.17270020373	2.299413534578006	11:hsa;ENST00000364009.1-ENSG00000200879.1:snoRNA,123058102,123058161,-	4858.17270020373	2.299413534578006
ENST00000362441.1-ENSG00000199311.1:snoRNA	3.0	62.0	62.0	4858.17270020373	2.299413534578006	15:hsa;ENST00000362441.1-ENSG00000199311.1:snoRNA,25232387,25232446,+	4858.17270020373	2.299413534578006
ENST00000363762.1-ENSG00000200632.1:snoRNA	2.0	57.0	57.0	4466.384579219558	2.113976959208812	14:hsa;ENST00000363762.1-ENSG00000200632.1:snoRNA,100941126,100941185,+	4466.384579219558	2.113976959208812
ENST00000391305.1-ENSG00000212607.1:snoRNA	1.0	55.0	55.0	4309.669330825889	2.0398023290611342	11:hsa;ENST00000391305.1-ENSG00000212607.1:snoRNA,8685439,8685498,+	4309.669330825889	2.0398023290611342
ENST00000384229.1-ENSG00000277370.1:snoRNA	6.0	55.0	55.0	4309.669330825889	2.0398023290611342	17:hsa;ENST00000384229.1-ENSG00000277370.1:snoRNA,16440036,16440095,+	4309.669330825889	2.0398023290611342
ENST00000364802.1-ENSG00000201672.1:snoRNA	2.0	55.0	55.0	4309.669330825889	2.0398023290611342	14:hsa;ENST00000364802.1-ENSG00000201672.1:snoRNA,100936491,100936550,+	4309.669330825889	2.0398023290611342
ENST00000365382.1-ENSG00000202252.1:snoRNA	4.0	53.0	53.0	4152.95408243222	1.9656276989134567	11:hsa;ENST00000365382.1-ENSG00000202252.1:snoRNA,123059363,123059422,-	4152.95408243222	1.9656276989134567
ENST00000410433.1-ENSG00000222365.1:snoRNA	4.0	52.0	52.0	4074.596458235386	1.9285403838396178	20:hsa;ENST00000410433.1-ENSG00000222365.1:snoRNA,49280319,49280378,+	4074.596458235386	1.9285403838396178
ENST00000365073.1-ENSG00000201943.1:snoRNA	2.0	51.0	2.3347826086956522	3996.238834038552	1.891453068765779	15:hsa;ENST00000365073.1-ENSG00000201943.1:snoRNA,25187536,25187595,+	182.94801823347845	0.08659081823761496
ENST00000362912.1-ENSG00000199782.1:snoRNA	2.0	51.0	2.3347826086956522	3996.238834038552	1.891453068765779	15:hsa;ENST00000362912.1-ENSG00000199782.1:snoRNA,25185631,25185690,+	182.94801823347845	0.08659081823761496
ENST00000362912.1-ENSG00000199782.1:snoRNA	2.0	51.0	2.3347826086956522	3996.238834038552	1.891453068765779	15:hsa;ENST00000362912.1-ENSG00000199782.1:snoRNA,25206262,25206321,+	182.94801823347845	0.08659081823761496
